[12:25:48.574] {'add_noise_prob': 1.0,
 'base_lr': 0.01,
 'batch_size': 4,
 'cfg': 'config_3d_complete.yml',
 'conf_threshold': 0.8,
 'consistency': 2.0,
 'consistency_rampup': 40,
 'cutmix_prob': 1.0,
 'deterministic': 1,
 'ema_decay': 0.99,
 'exp': 'LA_leave/v21',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': False,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'ce',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 0,
 'labeled_bs': 2,
 'labeled_num': 8,
 'max_iterations': 15000,
 'max_samples': 80,
 'model': 'vnet',
 'num_classes': 2,
 'patch_size': [112, 112, 80],
 'poly': True,
 'res_path': './results/LA',
 'root_path': '../mics_data/LA',
 'save_interval_epoch': 1000000,
 'seed': 1000,
 'test_interval_iter': 200,
 'workers': 4}
[12:25:56.062] 36 iterations per epoch
[12:25:58.607] iteration:1  t-loss:0.5461, loss-lb:0.5461, loss-ulb:0.0000, weight:0.01, high-r:0.00, lr:0.0100
[12:27:11.558] iteration:61  t-loss:0.3066, loss-lb:0.3052, loss-ulb:0.1022, weight:0.01, high-r:0.60, lr:0.0100
[12:27:12.753] iteration:62  t-loss:0.2694, loss-lb:0.2674, loss-ulb:0.1429, weight:0.01, high-r:0.49, lr:0.0100
[12:27:13.949] iteration:63  t-loss:0.3416, loss-lb:0.3392, loss-ulb:0.1797, weight:0.01, high-r:0.60, lr:0.0100
[12:27:15.144] iteration:64  t-loss:0.3309, loss-lb:0.3296, loss-ulb:0.0976, weight:0.01, high-r:0.65, lr:0.0100
[12:27:16.340] iteration:65  t-loss:0.3397, loss-lb:0.3394, loss-ulb:0.0239, weight:0.01, high-r:0.44, lr:0.0100
[12:27:17.535] iteration:66  t-loss:0.2934, loss-lb:0.2906, loss-ulb:0.2057, weight:0.01, high-r:0.60, lr:0.0100
[12:27:18.733] iteration:67  t-loss:0.3344, loss-lb:0.3329, loss-ulb:0.1133, weight:0.01, high-r:0.63, lr:0.0100
[12:27:19.930] iteration:68  t-loss:0.3394, loss-lb:0.3384, loss-ulb:0.0685, weight:0.01, high-r:0.80, lr:0.0100
[12:27:21.124] iteration:69  t-loss:0.3664, loss-lb:0.3653, loss-ulb:0.0790, weight:0.01, high-r:0.68, lr:0.0100
[12:27:22.318] iteration:70  t-loss:0.2717, loss-lb:0.2711, loss-ulb:0.0420, weight:0.01, high-r:0.47, lr:0.0100
[12:27:23.512] iteration:71  t-loss:0.2939, loss-lb:0.2920, loss-ulb:0.1444, weight:0.01, high-r:0.72, lr:0.0100
[12:27:24.707] iteration:72  t-loss:0.3622, loss-lb:0.3606, loss-ulb:0.1212, weight:0.01, high-r:0.78, lr:0.0100
[12:27:26.984] iteration:73  t-loss:0.3041, loss-lb:0.3030, loss-ulb:0.0817, weight:0.01, high-r:0.61, lr:0.0100
[12:27:28.179] iteration:74  t-loss:0.3364, loss-lb:0.3353, loss-ulb:0.0819, weight:0.01, high-r:0.88, lr:0.0100
[12:27:29.374] iteration:75  t-loss:0.2549, loss-lb:0.2535, loss-ulb:0.1049, weight:0.01, high-r:0.55, lr:0.0100
[12:27:30.568] iteration:76  t-loss:0.3257, loss-lb:0.3234, loss-ulb:0.1692, weight:0.01, high-r:0.73, lr:0.0100
[12:27:31.766] iteration:77  t-loss:0.3440, loss-lb:0.3436, loss-ulb:0.0299, weight:0.01, high-r:0.45, lr:0.0100
[12:27:32.966] iteration:78  t-loss:0.2787, loss-lb:0.2772, loss-ulb:0.1113, weight:0.01, high-r:0.45, lr:0.0100
[12:27:34.164] iteration:79  t-loss:0.3001, loss-lb:0.2994, loss-ulb:0.0513, weight:0.01, high-r:0.60, lr:0.0100
[12:27:35.358] iteration:80  t-loss:0.2963, loss-lb:0.2960, loss-ulb:0.0220, weight:0.01, high-r:0.51, lr:0.0100
[12:27:36.557] iteration:81  t-loss:0.3284, loss-lb:0.3268, loss-ulb:0.1165, weight:0.01, high-r:0.66, lr:0.0100
[12:27:37.755] iteration:82  t-loss:0.3110, loss-lb:0.3091, loss-ulb:0.1419, weight:0.01, high-r:0.74, lr:0.0100
[12:27:38.952] iteration:83  t-loss:0.2890, loss-lb:0.2885, loss-ulb:0.0322, weight:0.01, high-r:0.49, lr:0.0100
[12:27:40.145] iteration:84  t-loss:0.2751, loss-lb:0.2746, loss-ulb:0.0402, weight:0.01, high-r:0.76, lr:0.0100
[12:27:41.340] iteration:85  t-loss:0.2731, loss-lb:0.2717, loss-ulb:0.1025, weight:0.01, high-r:0.59, lr:0.0099
[12:27:42.537] iteration:86  t-loss:0.3137, loss-lb:0.3129, loss-ulb:0.0581, weight:0.01, high-r:0.75, lr:0.0099
[12:27:43.734] iteration:87  t-loss:0.3205, loss-lb:0.3182, loss-ulb:0.1655, weight:0.01, high-r:0.60, lr:0.0099
[12:27:44.930] iteration:88  t-loss:0.2967, loss-lb:0.2956, loss-ulb:0.0834, weight:0.01, high-r:0.63, lr:0.0099
[12:27:46.127] iteration:89  t-loss:0.3618, loss-lb:0.3598, loss-ulb:0.1465, weight:0.01, high-r:0.90, lr:0.0099
[12:27:47.322] iteration:90  t-loss:0.2949, loss-lb:0.2936, loss-ulb:0.1026, weight:0.01, high-r:0.61, lr:0.0099
[12:27:48.519] iteration:91  t-loss:0.3407, loss-lb:0.3400, loss-ulb:0.0487, weight:0.01, high-r:0.67, lr:0.0099
[12:27:49.713] iteration:92  t-loss:0.2796, loss-lb:0.2791, loss-ulb:0.0361, weight:0.01, high-r:0.53, lr:0.0099
[12:27:50.908] iteration:93  t-loss:0.3083, loss-lb:0.3073, loss-ulb:0.0755, weight:0.01, high-r:0.63, lr:0.0099
[12:27:52.101] iteration:94  t-loss:0.3691, loss-lb:0.3681, loss-ulb:0.0728, weight:0.01, high-r:0.44, lr:0.0099
[12:27:53.296] iteration:95  t-loss:0.2657, loss-lb:0.2642, loss-ulb:0.1097, weight:0.01, high-r:0.52, lr:0.0099
[12:27:54.487] iteration:96  t-loss:0.3072, loss-lb:0.3058, loss-ulb:0.1067, weight:0.01, high-r:0.64, lr:0.0099
[12:27:55.680] iteration:97  t-loss:0.3295, loss-lb:0.3284, loss-ulb:0.0790, weight:0.01, high-r:0.72, lr:0.0099
[12:27:56.872] iteration:98  t-loss:0.2825, loss-lb:0.2815, loss-ulb:0.0768, weight:0.01, high-r:0.58, lr:0.0099
[12:27:58.065] iteration:99  t-loss:0.2839, loss-lb:0.2829, loss-ulb:0.0774, weight:0.01, high-r:0.63, lr:0.0099
[12:27:59.298] iteration:100  t-loss:0.2607, loss-lb:0.2592, loss-ulb:0.1090, weight:0.01, high-r:0.51, lr:0.0099
[12:28:00.490] iteration:101  t-loss:0.2714, loss-lb:0.2689, loss-ulb:0.1827, weight:0.01, high-r:0.79, lr:0.0099
[12:28:01.685] iteration:102  t-loss:0.3635, loss-lb:0.3609, loss-ulb:0.1945, weight:0.01, high-r:0.84, lr:0.0099
[12:28:02.881] iteration:103  t-loss:0.2093, loss-lb:0.2078, loss-ulb:0.1150, weight:0.01, high-r:0.69, lr:0.0099
[12:28:04.079] iteration:104  t-loss:0.2393, loss-lb:0.2382, loss-ulb:0.0833, weight:0.01, high-r:0.64, lr:0.0099
[12:28:05.273] iteration:105  t-loss:0.2718, loss-lb:0.2711, loss-ulb:0.0537, weight:0.01, high-r:0.76, lr:0.0099
[12:28:06.462] iteration:106  t-loss:0.3038, loss-lb:0.3022, loss-ulb:0.1155, weight:0.01, high-r:0.64, lr:0.0099
[12:28:07.654] iteration:107  t-loss:0.2399, loss-lb:0.2390, loss-ulb:0.0677, weight:0.01, high-r:0.53, lr:0.0099
[12:28:08.847] iteration:108  t-loss:0.2828, loss-lb:0.2823, loss-ulb:0.0396, weight:0.01, high-r:0.67, lr:0.0099
[12:28:11.057] iteration:109  t-loss:0.2376, loss-lb:0.2354, loss-ulb:0.1592, weight:0.01, high-r:0.71, lr:0.0099
[12:28:12.257] iteration:110  t-loss:0.3879, loss-lb:0.3866, loss-ulb:0.0962, weight:0.01, high-r:0.63, lr:0.0099
[12:28:13.454] iteration:111  t-loss:0.2991, loss-lb:0.2972, loss-ulb:0.1371, weight:0.01, high-r:0.79, lr:0.0099
[12:28:14.648] iteration:112  t-loss:0.2624, loss-lb:0.2614, loss-ulb:0.0754, weight:0.01, high-r:0.55, lr:0.0099
[12:28:15.843] iteration:113  t-loss:0.2534, loss-lb:0.2524, loss-ulb:0.0780, weight:0.01, high-r:0.71, lr:0.0099
[12:28:17.038] iteration:114  t-loss:0.2474, loss-lb:0.2466, loss-ulb:0.0601, weight:0.01, high-r:0.62, lr:0.0099
[12:28:18.230] iteration:115  t-loss:0.2948, loss-lb:0.2926, loss-ulb:0.1596, weight:0.01, high-r:0.55, lr:0.0099
[12:28:19.472] iteration:116  t-loss:0.3318, loss-lb:0.3310, loss-ulb:0.0580, weight:0.01, high-r:0.62, lr:0.0099
[12:28:20.665] iteration:117  t-loss:0.3073, loss-lb:0.3057, loss-ulb:0.1194, weight:0.01, high-r:0.65, lr:0.0099
[12:28:21.857] iteration:118  t-loss:0.2302, loss-lb:0.2296, loss-ulb:0.0468, weight:0.01, high-r:0.54, lr:0.0099
[12:28:23.055] iteration:119  t-loss:0.2831, loss-lb:0.2819, loss-ulb:0.0899, weight:0.01, high-r:0.52, lr:0.0099
[12:28:24.253] iteration:120  t-loss:0.3407, loss-lb:0.3402, loss-ulb:0.0380, weight:0.01, high-r:0.53, lr:0.0099
[12:28:25.466] iteration:121  t-loss:0.2587, loss-lb:0.2571, loss-ulb:0.1201, weight:0.01, high-r:0.72, lr:0.0099
[12:28:26.660] iteration:122  t-loss:0.3563, loss-lb:0.3555, loss-ulb:0.0616, weight:0.01, high-r:0.80, lr:0.0099
[12:28:27.852] iteration:123  t-loss:0.3056, loss-lb:0.3047, loss-ulb:0.0622, weight:0.01, high-r:0.56, lr:0.0099
[12:28:29.044] iteration:124  t-loss:0.2715, loss-lb:0.2709, loss-ulb:0.0433, weight:0.01, high-r:0.67, lr:0.0099
[12:28:30.237] iteration:125  t-loss:0.2434, loss-lb:0.2426, loss-ulb:0.0628, weight:0.01, high-r:0.51, lr:0.0099
[12:28:31.433] iteration:126  t-loss:0.2527, loss-lb:0.2521, loss-ulb:0.0478, weight:0.01, high-r:0.76, lr:0.0099
[12:28:32.630] iteration:127  t-loss:0.2840, loss-lb:0.2835, loss-ulb:0.0365, weight:0.01, high-r:0.52, lr:0.0099
[12:28:33.829] iteration:128  t-loss:0.2958, loss-lb:0.2953, loss-ulb:0.0381, weight:0.01, high-r:0.45, lr:0.0099
[12:28:35.025] iteration:129  t-loss:0.3295, loss-lb:0.3290, loss-ulb:0.0328, weight:0.01, high-r:0.59, lr:0.0099
[12:28:36.219] iteration:130  t-loss:0.2686, loss-lb:0.2680, loss-ulb:0.0459, weight:0.01, high-r:0.60, lr:0.0099
[12:28:37.413] iteration:131  t-loss:0.2611, loss-lb:0.2602, loss-ulb:0.0665, weight:0.01, high-r:0.63, lr:0.0099
[12:28:38.608] iteration:132  t-loss:0.2528, loss-lb:0.2526, loss-ulb:0.0167, weight:0.01, high-r:0.53, lr:0.0099
[12:28:39.802] iteration:133  t-loss:0.2394, loss-lb:0.2387, loss-ulb:0.0506, weight:0.01, high-r:0.80, lr:0.0099
[12:28:40.995] iteration:134  t-loss:0.2128, loss-lb:0.2119, loss-ulb:0.0648, weight:0.01, high-r:0.41, lr:0.0099
[12:28:42.189] iteration:135  t-loss:0.2609, loss-lb:0.2598, loss-ulb:0.0797, weight:0.01, high-r:0.80, lr:0.0099
[12:28:43.382] iteration:136  t-loss:0.2471, loss-lb:0.2458, loss-ulb:0.1027, weight:0.01, high-r:0.48, lr:0.0099
[12:28:44.574] iteration:137  t-loss:0.2268, loss-lb:0.2260, loss-ulb:0.0532, weight:0.01, high-r:0.60, lr:0.0099
[12:28:45.767] iteration:138  t-loss:0.2828, loss-lb:0.2820, loss-ulb:0.0657, weight:0.01, high-r:0.57, lr:0.0099
[12:28:46.959] iteration:139  t-loss:0.3160, loss-lb:0.3149, loss-ulb:0.0773, weight:0.01, high-r:0.66, lr:0.0099
[12:28:48.149] iteration:140  t-loss:0.1863, loss-lb:0.1852, loss-ulb:0.0814, weight:0.01, high-r:0.57, lr:0.0099
[12:28:49.343] iteration:141  t-loss:0.2772, loss-lb:0.2767, loss-ulb:0.0388, weight:0.01, high-r:0.60, lr:0.0099
[12:28:50.535] iteration:142  t-loss:0.2135, loss-lb:0.2123, loss-ulb:0.0878, weight:0.01, high-r:0.64, lr:0.0099
[12:28:51.729] iteration:143  t-loss:0.1931, loss-lb:0.1922, loss-ulb:0.0645, weight:0.01, high-r:0.69, lr:0.0099
[12:28:52.923] iteration:144  t-loss:0.2171, loss-lb:0.2163, loss-ulb:0.0578, weight:0.01, high-r:0.68, lr:0.0099
[12:28:55.310] iteration:145  t-loss:0.1759, loss-lb:0.1746, loss-ulb:0.0942, weight:0.01, high-r:0.62, lr:0.0099
[12:28:56.503] iteration:146  t-loss:0.2163, loss-lb:0.2148, loss-ulb:0.1132, weight:0.01, high-r:0.65, lr:0.0099
[12:28:57.697] iteration:147  t-loss:0.1677, loss-lb:0.1665, loss-ulb:0.0930, weight:0.01, high-r:0.68, lr:0.0099
[12:28:58.890] iteration:148  t-loss:0.2565, loss-lb:0.2541, loss-ulb:0.1756, weight:0.01, high-r:0.85, lr:0.0099
[12:29:00.083] iteration:149  t-loss:0.2363, loss-lb:0.2354, loss-ulb:0.0696, weight:0.01, high-r:0.69, lr:0.0099
[12:29:01.276] iteration:150  t-loss:0.2681, loss-lb:0.2671, loss-ulb:0.0714, weight:0.01, high-r:0.68, lr:0.0099
[12:29:02.473] iteration:151  t-loss:0.1807, loss-lb:0.1795, loss-ulb:0.0706, weight:0.02, high-r:0.61, lr:0.0099
[12:29:03.667] iteration:152  t-loss:0.2132, loss-lb:0.2125, loss-ulb:0.0409, weight:0.02, high-r:0.60, lr:0.0099
[12:29:04.862] iteration:153  t-loss:0.2045, loss-lb:0.2029, loss-ulb:0.0931, weight:0.02, high-r:0.78, lr:0.0099
[12:29:06.055] iteration:154  t-loss:0.2207, loss-lb:0.2195, loss-ulb:0.0663, weight:0.02, high-r:0.70, lr:0.0099
[12:29:07.250] iteration:155  t-loss:0.2201, loss-lb:0.2189, loss-ulb:0.0665, weight:0.02, high-r:0.81, lr:0.0099
[12:29:08.444] iteration:156  t-loss:0.2296, loss-lb:0.2287, loss-ulb:0.0490, weight:0.02, high-r:0.74, lr:0.0099
[12:29:09.637] iteration:157  t-loss:0.2243, loss-lb:0.2238, loss-ulb:0.0296, weight:0.02, high-r:0.52, lr:0.0099
[12:29:10.830] iteration:158  t-loss:0.1728, loss-lb:0.1722, loss-ulb:0.0365, weight:0.02, high-r:0.71, lr:0.0099
[12:29:12.025] iteration:159  t-loss:0.1804, loss-lb:0.1786, loss-ulb:0.1019, weight:0.02, high-r:0.59, lr:0.0099
[12:29:13.219] iteration:160  t-loss:0.1653, loss-lb:0.1644, loss-ulb:0.0523, weight:0.02, high-r:0.69, lr:0.0099
[12:29:14.413] iteration:161  t-loss:0.1893, loss-lb:0.1878, loss-ulb:0.0878, weight:0.02, high-r:0.57, lr:0.0099
[12:29:15.607] iteration:162  t-loss:0.1644, loss-lb:0.1632, loss-ulb:0.0730, weight:0.02, high-r:0.63, lr:0.0099
[12:29:16.801] iteration:163  t-loss:0.2000, loss-lb:0.1982, loss-ulb:0.1009, weight:0.02, high-r:0.71, lr:0.0099
[12:29:17.997] iteration:164  t-loss:0.2137, loss-lb:0.2131, loss-ulb:0.0375, weight:0.02, high-r:0.75, lr:0.0099
[12:29:19.192] iteration:165  t-loss:0.2029, loss-lb:0.2012, loss-ulb:0.0982, weight:0.02, high-r:0.65, lr:0.0099
[12:29:20.387] iteration:166  t-loss:0.2540, loss-lb:0.2526, loss-ulb:0.0798, weight:0.02, high-r:0.88, lr:0.0099
[12:29:21.582] iteration:167  t-loss:0.2432, loss-lb:0.2421, loss-ulb:0.0640, weight:0.02, high-r:0.66, lr:0.0099
[12:29:22.776] iteration:168  t-loss:0.1995, loss-lb:0.1985, loss-ulb:0.0584, weight:0.02, high-r:0.73, lr:0.0099
[12:29:23.971] iteration:169  t-loss:0.1365, loss-lb:0.1354, loss-ulb:0.0585, weight:0.02, high-r:0.60, lr:0.0099
[12:29:25.168] iteration:170  t-loss:0.1502, loss-lb:0.1495, loss-ulb:0.0413, weight:0.02, high-r:0.56, lr:0.0099
[12:29:26.362] iteration:171  t-loss:0.1790, loss-lb:0.1780, loss-ulb:0.0538, weight:0.02, high-r:0.79, lr:0.0099
[12:29:27.555] iteration:172  t-loss:0.2847, loss-lb:0.2833, loss-ulb:0.0807, weight:0.02, high-r:0.78, lr:0.0099
[12:29:28.749] iteration:173  t-loss:0.2042, loss-lb:0.2032, loss-ulb:0.0615, weight:0.02, high-r:0.75, lr:0.0099
[12:29:29.942] iteration:174  t-loss:0.2066, loss-lb:0.2050, loss-ulb:0.0924, weight:0.02, high-r:0.65, lr:0.0099
[12:29:31.137] iteration:175  t-loss:0.4450, loss-lb:0.4442, loss-ulb:0.0478, weight:0.02, high-r:0.64, lr:0.0099
[12:29:32.331] iteration:176  t-loss:0.1804, loss-lb:0.1798, loss-ulb:0.0335, weight:0.02, high-r:0.74, lr:0.0099
[12:29:33.524] iteration:177  t-loss:0.2029, loss-lb:0.2014, loss-ulb:0.0885, weight:0.02, high-r:0.82, lr:0.0099
[12:29:34.718] iteration:178  t-loss:0.2637, loss-lb:0.2627, loss-ulb:0.0595, weight:0.02, high-r:0.75, lr:0.0099
[12:29:35.912] iteration:179  t-loss:0.3823, loss-lb:0.3811, loss-ulb:0.0688, weight:0.02, high-r:0.77, lr:0.0099
[12:29:37.107] iteration:180  t-loss:0.2515, loss-lb:0.2511, loss-ulb:0.0255, weight:0.02, high-r:0.74, lr:0.0099
