[12:26:56.372] {'add_noise_prob': 1.0,
 'base_lr': 0.01,
 'batch_size': 4,
 'cfg': 'config_3d_complete.yml',
 'conf_threshold': 0.8,
 'consistency': 2.0,
 'consistency_rampup': 40,
 'cutmix_prob': 1.0,
 'deterministic': 1,
 'ema_decay': 0.99,
 'exp': 'LA_leave/v22',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': False,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'ce',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 1,
 'labeled_bs': 2,
 'labeled_num': 16,
 'max_iterations': 15000,
 'max_samples': 80,
 'model': 'vnet',
 'num_classes': 2,
 'patch_size': [112, 112, 80],
 'poly': True,
 'res_path': './results/LA',
 'root_path': '../mics_data/LA',
 'save_interval_epoch': 1000000,
 'seed': 2023,
 'test_interval_iter': 200,
 'workers': 4}
[12:27:03.698] 32 iterations per epoch
[12:27:06.069] iteration:1  t-loss:0.7367, loss-lb:0.7367, loss-ulb:0.0000, weight:0.01, high-r:0.00, lr:0.0100
[12:28:03.796] iteration:48  t-loss:0.3030, loss-lb:0.3014, loss-ulb:0.1209, weight:0.01, high-r:0.54, lr:0.0100
[12:28:04.996] iteration:49  t-loss:0.3823, loss-lb:0.3807, loss-ulb:0.1146, weight:0.01, high-r:0.50, lr:0.0100
[12:28:06.196] iteration:50  t-loss:0.3264, loss-lb:0.3244, loss-ulb:0.1507, weight:0.01, high-r:0.51, lr:0.0100
[12:28:07.395] iteration:51  t-loss:0.3302, loss-lb:0.3294, loss-ulb:0.0576, weight:0.01, high-r:0.63, lr:0.0100
[12:28:08.595] iteration:52  t-loss:0.3184, loss-lb:0.3167, loss-ulb:0.1269, weight:0.01, high-r:0.50, lr:0.0100
[12:28:09.794] iteration:53  t-loss:0.3090, loss-lb:0.3082, loss-ulb:0.0550, weight:0.01, high-r:0.34, lr:0.0100
[12:28:10.995] iteration:54  t-loss:0.3240, loss-lb:0.3224, loss-ulb:0.1197, weight:0.01, high-r:0.73, lr:0.0100
[12:28:12.195] iteration:55  t-loss:0.3444, loss-lb:0.3436, loss-ulb:0.0568, weight:0.01, high-r:0.68, lr:0.0100
[12:28:13.396] iteration:56  t-loss:0.3974, loss-lb:0.3962, loss-ulb:0.0906, weight:0.01, high-r:0.61, lr:0.0100
[12:28:14.595] iteration:57  t-loss:0.3055, loss-lb:0.3044, loss-ulb:0.0796, weight:0.01, high-r:0.53, lr:0.0100
[12:28:15.797] iteration:58  t-loss:0.3261, loss-lb:0.3251, loss-ulb:0.0789, weight:0.01, high-r:0.56, lr:0.0100
[12:28:16.996] iteration:59  t-loss:0.3148, loss-lb:0.3138, loss-ulb:0.0761, weight:0.01, high-r:0.47, lr:0.0100
[12:28:18.196] iteration:60  t-loss:0.3826, loss-lb:0.3816, loss-ulb:0.0686, weight:0.01, high-r:0.49, lr:0.0100
[12:28:19.481] iteration:61  t-loss:0.3141, loss-lb:0.3115, loss-ulb:0.1923, weight:0.01, high-r:0.78, lr:0.0100
[12:28:20.680] iteration:62  t-loss:0.3394, loss-lb:0.3387, loss-ulb:0.0494, weight:0.01, high-r:0.79, lr:0.0100
[12:28:21.879] iteration:63  t-loss:0.3703, loss-lb:0.3701, loss-ulb:0.0165, weight:0.01, high-r:0.67, lr:0.0100
[12:28:23.166] iteration:64  t-loss:0.4341, loss-lb:0.4330, loss-ulb:0.0813, weight:0.01, high-r:0.44, lr:0.0100
[12:28:25.429] iteration:65  t-loss:0.3333, loss-lb:0.3327, loss-ulb:0.0407, weight:0.01, high-r:0.49, lr:0.0100
[12:28:26.627] iteration:66  t-loss:0.3298, loss-lb:0.3286, loss-ulb:0.0875, weight:0.01, high-r:0.76, lr:0.0100
[12:28:27.828] iteration:67  t-loss:0.3051, loss-lb:0.3032, loss-ulb:0.1379, weight:0.01, high-r:0.61, lr:0.0100
[12:28:29.028] iteration:68  t-loss:0.2649, loss-lb:0.2642, loss-ulb:0.0455, weight:0.01, high-r:0.55, lr:0.0100
[12:28:30.230] iteration:69  t-loss:0.3153, loss-lb:0.3137, loss-ulb:0.1231, weight:0.01, high-r:0.70, lr:0.0100
[12:28:31.432] iteration:70  t-loss:0.3083, loss-lb:0.3070, loss-ulb:0.0996, weight:0.01, high-r:0.69, lr:0.0100
[12:28:32.630] iteration:71  t-loss:0.3376, loss-lb:0.3365, loss-ulb:0.0784, weight:0.01, high-r:0.73, lr:0.0100
[12:28:33.836] iteration:72  t-loss:0.3518, loss-lb:0.3500, loss-ulb:0.1297, weight:0.01, high-r:0.63, lr:0.0100
[12:28:35.036] iteration:73  t-loss:0.3314, loss-lb:0.3304, loss-ulb:0.0705, weight:0.01, high-r:0.43, lr:0.0100
[12:28:36.238] iteration:74  t-loss:0.2918, loss-lb:0.2915, loss-ulb:0.0237, weight:0.01, high-r:0.42, lr:0.0100
[12:28:37.439] iteration:75  t-loss:0.3011, loss-lb:0.2995, loss-ulb:0.1173, weight:0.01, high-r:0.68, lr:0.0100
[12:28:38.642] iteration:76  t-loss:0.3263, loss-lb:0.3252, loss-ulb:0.0829, weight:0.01, high-r:0.79, lr:0.0100
[12:28:39.841] iteration:77  t-loss:0.2575, loss-lb:0.2564, loss-ulb:0.0860, weight:0.01, high-r:0.70, lr:0.0100
[12:28:41.043] iteration:78  t-loss:0.2701, loss-lb:0.2694, loss-ulb:0.0469, weight:0.01, high-r:0.62, lr:0.0100
[12:28:42.244] iteration:79  t-loss:0.3942, loss-lb:0.3927, loss-ulb:0.1156, weight:0.01, high-r:0.80, lr:0.0100
[12:28:43.444] iteration:80  t-loss:0.3580, loss-lb:0.3577, loss-ulb:0.0238, weight:0.01, high-r:0.65, lr:0.0100
[12:28:44.644] iteration:81  t-loss:0.3691, loss-lb:0.3690, loss-ulb:0.0072, weight:0.01, high-r:0.46, lr:0.0100
[12:28:45.845] iteration:82  t-loss:0.3313, loss-lb:0.3305, loss-ulb:0.0580, weight:0.01, high-r:0.79, lr:0.0100
[12:28:47.044] iteration:83  t-loss:0.3028, loss-lb:0.3015, loss-ulb:0.0965, weight:0.01, high-r:0.78, lr:0.0100
[12:28:48.243] iteration:84  t-loss:0.3107, loss-lb:0.3096, loss-ulb:0.0874, weight:0.01, high-r:0.73, lr:0.0100
[12:28:49.443] iteration:85  t-loss:0.3335, loss-lb:0.3324, loss-ulb:0.0805, weight:0.01, high-r:0.82, lr:0.0099
[12:28:50.649] iteration:86  t-loss:0.3033, loss-lb:0.3025, loss-ulb:0.0629, weight:0.01, high-r:0.73, lr:0.0099
[12:28:51.850] iteration:87  t-loss:0.3221, loss-lb:0.3219, loss-ulb:0.0105, weight:0.01, high-r:0.56, lr:0.0099
[12:28:53.048] iteration:88  t-loss:0.2523, loss-lb:0.2517, loss-ulb:0.0405, weight:0.01, high-r:0.52, lr:0.0099
[12:28:54.245] iteration:89  t-loss:0.3995, loss-lb:0.3989, loss-ulb:0.0420, weight:0.01, high-r:0.44, lr:0.0099
[12:28:55.444] iteration:90  t-loss:0.3196, loss-lb:0.3192, loss-ulb:0.0250, weight:0.01, high-r:0.72, lr:0.0099
[12:28:56.642] iteration:91  t-loss:0.3197, loss-lb:0.3185, loss-ulb:0.0928, weight:0.01, high-r:0.49, lr:0.0099
[12:28:57.841] iteration:92  t-loss:0.2837, loss-lb:0.2823, loss-ulb:0.1062, weight:0.01, high-r:0.59, lr:0.0099
[12:28:59.036] iteration:93  t-loss:0.3285, loss-lb:0.3280, loss-ulb:0.0354, weight:0.01, high-r:0.56, lr:0.0099
[12:29:00.237] iteration:94  t-loss:0.3055, loss-lb:0.3052, loss-ulb:0.0227, weight:0.01, high-r:0.51, lr:0.0099
[12:29:01.436] iteration:95  t-loss:0.3542, loss-lb:0.3535, loss-ulb:0.0520, weight:0.01, high-r:0.59, lr:0.0099
[12:29:02.638] iteration:96  t-loss:0.3231, loss-lb:0.3210, loss-ulb:0.1525, weight:0.01, high-r:0.50, lr:0.0099
[12:29:04.969] iteration:97  t-loss:0.3165, loss-lb:0.3147, loss-ulb:0.1344, weight:0.01, high-r:0.77, lr:0.0099
[12:29:06.168] iteration:98  t-loss:0.2583, loss-lb:0.2579, loss-ulb:0.0245, weight:0.01, high-r:0.48, lr:0.0099
[12:29:07.367] iteration:99  t-loss:0.2862, loss-lb:0.2846, loss-ulb:0.1167, weight:0.01, high-r:0.68, lr:0.0099
[12:29:08.566] iteration:100  t-loss:0.3410, loss-lb:0.3393, loss-ulb:0.1268, weight:0.01, high-r:0.51, lr:0.0099
[12:29:09.762] iteration:101  t-loss:0.2650, loss-lb:0.2642, loss-ulb:0.0581, weight:0.01, high-r:0.58, lr:0.0099
[12:29:10.964] iteration:102  t-loss:0.3424, loss-lb:0.3406, loss-ulb:0.1381, weight:0.01, high-r:0.64, lr:0.0099
[12:29:12.165] iteration:103  t-loss:0.3034, loss-lb:0.3022, loss-ulb:0.0935, weight:0.01, high-r:0.47, lr:0.0099
[12:29:13.363] iteration:104  t-loss:0.3567, loss-lb:0.3552, loss-ulb:0.1062, weight:0.01, high-r:0.74, lr:0.0099
[12:29:14.563] iteration:105  t-loss:0.3731, loss-lb:0.3709, loss-ulb:0.1592, weight:0.01, high-r:0.54, lr:0.0099
[12:29:15.769] iteration:106  t-loss:0.3077, loss-lb:0.3052, loss-ulb:0.1858, weight:0.01, high-r:0.57, lr:0.0099
[12:29:16.969] iteration:107  t-loss:0.3434, loss-lb:0.3423, loss-ulb:0.0831, weight:0.01, high-r:0.88, lr:0.0099
[12:29:18.183] iteration:108  t-loss:0.2433, loss-lb:0.2421, loss-ulb:0.0842, weight:0.01, high-r:0.75, lr:0.0099
[12:29:19.383] iteration:109  t-loss:0.2917, loss-lb:0.2900, loss-ulb:0.1238, weight:0.01, high-r:0.73, lr:0.0099
[12:29:20.584] iteration:110  t-loss:0.3348, loss-lb:0.3346, loss-ulb:0.0186, weight:0.01, high-r:0.50, lr:0.0099
[12:29:21.784] iteration:111  t-loss:0.2668, loss-lb:0.2652, loss-ulb:0.1174, weight:0.01, high-r:0.64, lr:0.0099
[12:29:22.986] iteration:112  t-loss:0.2981, loss-lb:0.2935, loss-ulb:0.3376, weight:0.01, high-r:0.91, lr:0.0099
[12:29:24.183] iteration:113  t-loss:0.3431, loss-lb:0.3413, loss-ulb:0.1352, weight:0.01, high-r:0.85, lr:0.0099
[12:29:25.383] iteration:114  t-loss:0.2726, loss-lb:0.2722, loss-ulb:0.0300, weight:0.01, high-r:0.40, lr:0.0099
[12:29:26.582] iteration:115  t-loss:0.3021, loss-lb:0.3002, loss-ulb:0.1350, weight:0.01, high-r:0.73, lr:0.0099
[12:29:27.783] iteration:116  t-loss:0.3037, loss-lb:0.3031, loss-ulb:0.0460, weight:0.01, high-r:0.50, lr:0.0099
[12:29:28.981] iteration:117  t-loss:0.2114, loss-lb:0.2108, loss-ulb:0.0387, weight:0.01, high-r:0.53, lr:0.0099
[12:29:30.180] iteration:118  t-loss:0.3037, loss-lb:0.3018, loss-ulb:0.1376, weight:0.01, high-r:0.63, lr:0.0099
[12:29:31.379] iteration:119  t-loss:0.3559, loss-lb:0.3551, loss-ulb:0.0629, weight:0.01, high-r:0.63, lr:0.0099
[12:29:32.579] iteration:120  t-loss:0.3106, loss-lb:0.3099, loss-ulb:0.0561, weight:0.01, high-r:0.70, lr:0.0099
[12:29:33.777] iteration:121  t-loss:0.2872, loss-lb:0.2863, loss-ulb:0.0669, weight:0.01, high-r:0.68, lr:0.0099
[12:29:34.976] iteration:122  t-loss:0.3307, loss-lb:0.3297, loss-ulb:0.0694, weight:0.01, high-r:0.58, lr:0.0099
[12:29:36.175] iteration:123  t-loss:0.2561, loss-lb:0.2551, loss-ulb:0.0708, weight:0.01, high-r:0.71, lr:0.0099
[12:29:37.376] iteration:124  t-loss:0.3270, loss-lb:0.3259, loss-ulb:0.0792, weight:0.01, high-r:0.55, lr:0.0099
[12:29:38.576] iteration:125  t-loss:0.2328, loss-lb:0.2311, loss-ulb:0.1245, weight:0.01, high-r:0.61, lr:0.0099
[12:29:39.775] iteration:126  t-loss:0.2788, loss-lb:0.2749, loss-ulb:0.2890, weight:0.01, high-r:0.91, lr:0.0099
[12:29:40.975] iteration:127  t-loss:0.2751, loss-lb:0.2736, loss-ulb:0.1075, weight:0.01, high-r:0.76, lr:0.0099
[12:29:42.175] iteration:128  t-loss:0.2855, loss-lb:0.2851, loss-ulb:0.0351, weight:0.01, high-r:0.55, lr:0.0099
[12:29:44.452] iteration:129  t-loss:0.3004, loss-lb:0.2995, loss-ulb:0.0639, weight:0.01, high-r:0.68, lr:0.0099
[12:29:45.652] iteration:130  t-loss:0.3312, loss-lb:0.3305, loss-ulb:0.0494, weight:0.01, high-r:0.71, lr:0.0099
[12:29:46.848] iteration:131  t-loss:0.2510, loss-lb:0.2484, loss-ulb:0.1916, weight:0.01, high-r:0.74, lr:0.0099
[12:29:48.046] iteration:132  t-loss:0.2762, loss-lb:0.2755, loss-ulb:0.0468, weight:0.01, high-r:0.61, lr:0.0099
[12:29:49.245] iteration:133  t-loss:0.3015, loss-lb:0.3013, loss-ulb:0.0172, weight:0.01, high-r:0.54, lr:0.0099
[12:29:50.444] iteration:134  t-loss:0.3290, loss-lb:0.3282, loss-ulb:0.0606, weight:0.01, high-r:0.72, lr:0.0099
[12:29:51.641] iteration:135  t-loss:0.2094, loss-lb:0.2079, loss-ulb:0.1132, weight:0.01, high-r:0.71, lr:0.0099
[12:29:52.842] iteration:136  t-loss:0.2334, loss-lb:0.2315, loss-ulb:0.1433, weight:0.01, high-r:0.62, lr:0.0099
[12:29:54.040] iteration:137  t-loss:0.3371, loss-lb:0.3365, loss-ulb:0.0468, weight:0.01, high-r:0.88, lr:0.0099
[12:29:55.241] iteration:138  t-loss:0.1680, loss-lb:0.1661, loss-ulb:0.1374, weight:0.01, high-r:0.71, lr:0.0099
[12:29:56.441] iteration:139  t-loss:0.2660, loss-lb:0.2652, loss-ulb:0.0536, weight:0.01, high-r:0.62, lr:0.0099
[12:29:57.643] iteration:140  t-loss:0.2539, loss-lb:0.2530, loss-ulb:0.0645, weight:0.01, high-r:0.63, lr:0.0099
[12:29:58.842] iteration:141  t-loss:0.2912, loss-lb:0.2906, loss-ulb:0.0403, weight:0.01, high-r:0.57, lr:0.0099
[12:30:00.061] iteration:142  t-loss:0.2470, loss-lb:0.2461, loss-ulb:0.0673, weight:0.01, high-r:0.57, lr:0.0099
[12:30:01.261] iteration:143  t-loss:0.3084, loss-lb:0.3068, loss-ulb:0.1164, weight:0.01, high-r:0.54, lr:0.0099
[12:30:02.462] iteration:144  t-loss:0.3517, loss-lb:0.3507, loss-ulb:0.0748, weight:0.01, high-r:0.76, lr:0.0099
[12:30:03.664] iteration:145  t-loss:0.2654, loss-lb:0.2640, loss-ulb:0.1019, weight:0.01, high-r:0.83, lr:0.0099
[12:30:04.866] iteration:146  t-loss:0.3194, loss-lb:0.3179, loss-ulb:0.1102, weight:0.01, high-r:0.80, lr:0.0099
[12:30:06.069] iteration:147  t-loss:0.3068, loss-lb:0.3055, loss-ulb:0.0930, weight:0.01, high-r:0.57, lr:0.0099
[12:30:07.268] iteration:148  t-loss:0.2950, loss-lb:0.2936, loss-ulb:0.1030, weight:0.01, high-r:0.65, lr:0.0099
[12:30:08.469] iteration:149  t-loss:0.3094, loss-lb:0.3072, loss-ulb:0.1664, weight:0.01, high-r:0.77, lr:0.0099
[12:30:09.668] iteration:150  t-loss:0.2141, loss-lb:0.2131, loss-ulb:0.0796, weight:0.01, high-r:0.59, lr:0.0099
[12:30:10.893] iteration:151  t-loss:0.1760, loss-lb:0.1751, loss-ulb:0.0497, weight:0.02, high-r:0.73, lr:0.0099
[12:30:12.089] iteration:152  t-loss:0.3159, loss-lb:0.3113, loss-ulb:0.2709, weight:0.02, high-r:0.82, lr:0.0099
[12:30:13.292] iteration:153  t-loss:0.2454, loss-lb:0.2446, loss-ulb:0.0432, weight:0.02, high-r:0.65, lr:0.0099
[12:30:14.494] iteration:154  t-loss:0.3127, loss-lb:0.3116, loss-ulb:0.0674, weight:0.02, high-r:0.65, lr:0.0099
[12:30:15.693] iteration:155  t-loss:0.2927, loss-lb:0.2910, loss-ulb:0.0994, weight:0.02, high-r:0.63, lr:0.0099
[12:30:16.893] iteration:156  t-loss:0.2004, loss-lb:0.1994, loss-ulb:0.0600, weight:0.02, high-r:0.77, lr:0.0099
[12:30:18.093] iteration:157  t-loss:0.2078, loss-lb:0.2061, loss-ulb:0.0987, weight:0.02, high-r:0.58, lr:0.0099
[12:30:19.294] iteration:158  t-loss:0.3776, loss-lb:0.3770, loss-ulb:0.0296, weight:0.02, high-r:0.55, lr:0.0099
[12:30:20.494] iteration:159  t-loss:0.2550, loss-lb:0.2536, loss-ulb:0.0786, weight:0.02, high-r:0.79, lr:0.0099
[12:30:21.694] iteration:160  t-loss:0.2766, loss-lb:0.2749, loss-ulb:0.1024, weight:0.02, high-r:0.71, lr:0.0099
[12:30:23.923] iteration:161  t-loss:0.3240, loss-lb:0.3226, loss-ulb:0.0827, weight:0.02, high-r:0.65, lr:0.0099
[12:30:25.135] iteration:162  t-loss:0.2057, loss-lb:0.2045, loss-ulb:0.0706, weight:0.02, high-r:0.65, lr:0.0099
[12:30:26.335] iteration:163  t-loss:0.2641, loss-lb:0.2626, loss-ulb:0.0877, weight:0.02, high-r:0.63, lr:0.0099
[12:30:27.535] iteration:164  t-loss:0.2873, loss-lb:0.2864, loss-ulb:0.0493, weight:0.02, high-r:0.65, lr:0.0099
[12:30:28.737] iteration:165  t-loss:0.2943, loss-lb:0.2933, loss-ulb:0.0592, weight:0.02, high-r:0.62, lr:0.0099
[12:30:29.935] iteration:166  t-loss:0.1980, loss-lb:0.1968, loss-ulb:0.0694, weight:0.02, high-r:0.66, lr:0.0099
[12:30:31.176] iteration:167  t-loss:0.2664, loss-lb:0.2642, loss-ulb:0.1236, weight:0.02, high-r:0.85, lr:0.0099
[12:30:32.378] iteration:168  t-loss:0.2701, loss-lb:0.2680, loss-ulb:0.1225, weight:0.02, high-r:0.89, lr:0.0099
[12:30:33.576] iteration:169  t-loss:0.3075, loss-lb:0.3070, loss-ulb:0.0299, weight:0.02, high-r:0.58, lr:0.0099
[12:30:34.778] iteration:170  t-loss:0.2739, loss-lb:0.2724, loss-ulb:0.0821, weight:0.02, high-r:0.84, lr:0.0099
[12:30:35.978] iteration:171  t-loss:0.2893, loss-lb:0.2887, loss-ulb:0.0347, weight:0.02, high-r:0.50, lr:0.0099
[12:30:37.180] iteration:172  t-loss:0.2477, loss-lb:0.2471, loss-ulb:0.0370, weight:0.02, high-r:0.80, lr:0.0099
[12:30:38.380] iteration:173  t-loss:0.2996, loss-lb:0.2989, loss-ulb:0.0415, weight:0.02, high-r:0.72, lr:0.0099
[12:30:39.579] iteration:174  t-loss:0.3657, loss-lb:0.3636, loss-ulb:0.1268, weight:0.02, high-r:0.72, lr:0.0099
[12:30:40.779] iteration:175  t-loss:0.4388, loss-lb:0.4350, loss-ulb:0.2217, weight:0.02, high-r:0.81, lr:0.0099
[12:30:41.978] iteration:176  t-loss:0.1943, loss-lb:0.1914, loss-ulb:0.1683, weight:0.02, high-r:0.87, lr:0.0099
[12:30:43.178] iteration:177  t-loss:0.2389, loss-lb:0.2352, loss-ulb:0.2183, weight:0.02, high-r:0.97, lr:0.0099
[12:30:44.379] iteration:178  t-loss:0.2426, loss-lb:0.2412, loss-ulb:0.0802, weight:0.02, high-r:0.65, lr:0.0099
[12:30:45.579] iteration:179  t-loss:0.3443, loss-lb:0.3440, loss-ulb:0.0178, weight:0.02, high-r:0.55, lr:0.0099
[12:30:46.778] iteration:180  t-loss:0.3067, loss-lb:0.3061, loss-ulb:0.0386, weight:0.02, high-r:1.00, lr:0.0099
