[12:27:24.068] {'add_noise_prob': 1.0,
 'base_lr': 0.01,
 'batch_size': 4,
 'cfg': 'config_3d_complete.yml',
 'conf_threshold': 0.8,
 'consistency': 2.0,
 'consistency_rampup': 40,
 'cutmix_prob': 1.0,
 'deterministic': 1,
 'ema_decay': 0.99,
 'exp': 'LA_leave/v23',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': False,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'ce',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 2,
 'labeled_bs': 2,
 'labeled_num': 16,
 'max_iterations': 15000,
 'max_samples': 80,
 'model': 'vnet',
 'num_classes': 2,
 'patch_size': [112, 112, 80],
 'poly': True,
 'res_path': './results/LA',
 'root_path': '../mics_data/LA',
 'save_interval_epoch': 1000000,
 'seed': 2000,
 'test_interval_iter': 200,
 'workers': 4}
[12:27:30.956] 32 iterations per epoch
[12:27:33.407] iteration:1  t-loss:0.5458, loss-lb:0.5458, loss-ulb:0.0000, weight:0.01, high-r:0.00, lr:0.0100
[12:27:51.699] iteration:16  t-loss:0.3944, loss-lb:0.3939, loss-ulb:0.0401, weight:0.01, high-r:0.00, lr:0.0100
[12:27:52.917] iteration:17  t-loss:0.3833, loss-lb:0.3789, loss-ulb:0.3269, weight:0.01, high-r:0.01, lr:0.0100
[12:27:54.137] iteration:18  t-loss:0.4302, loss-lb:0.4291, loss-ulb:0.0833, weight:0.01, high-r:0.12, lr:0.0100
[12:27:55.355] iteration:19  t-loss:0.3914, loss-lb:0.3888, loss-ulb:0.1893, weight:0.01, high-r:0.08, lr:0.0100
[12:27:56.575] iteration:20  t-loss:0.3762, loss-lb:0.3738, loss-ulb:0.1813, weight:0.01, high-r:0.14, lr:0.0100
[12:27:57.792] iteration:21  t-loss:0.4638, loss-lb:0.4622, loss-ulb:0.1174, weight:0.01, high-r:0.18, lr:0.0100
[12:27:59.010] iteration:22  t-loss:0.3976, loss-lb:0.3955, loss-ulb:0.1600, weight:0.01, high-r:0.36, lr:0.0100
[12:28:00.229] iteration:23  t-loss:0.3583, loss-lb:0.3565, loss-ulb:0.1365, weight:0.01, high-r:0.34, lr:0.0100
[12:28:01.445] iteration:24  t-loss:0.3935, loss-lb:0.3920, loss-ulb:0.1113, weight:0.01, high-r:0.33, lr:0.0100
[12:28:02.664] iteration:25  t-loss:0.3282, loss-lb:0.3242, loss-ulb:0.2919, weight:0.01, high-r:0.43, lr:0.0100
[12:28:03.884] iteration:26  t-loss:0.3566, loss-lb:0.3545, loss-ulb:0.1545, weight:0.01, high-r:0.37, lr:0.0100
[12:28:05.102] iteration:27  t-loss:0.3669, loss-lb:0.3657, loss-ulb:0.0850, weight:0.01, high-r:0.69, lr:0.0100
[12:28:06.322] iteration:28  t-loss:0.3360, loss-lb:0.3352, loss-ulb:0.0565, weight:0.01, high-r:0.40, lr:0.0100
[12:28:07.537] iteration:29  t-loss:0.3569, loss-lb:0.3553, loss-ulb:0.1200, weight:0.01, high-r:0.49, lr:0.0100
[12:28:08.755] iteration:30  t-loss:0.3749, loss-lb:0.3733, loss-ulb:0.1249, weight:0.01, high-r:0.95, lr:0.0100
[12:28:09.975] iteration:31  t-loss:0.3450, loss-lb:0.3439, loss-ulb:0.0862, weight:0.01, high-r:0.85, lr:0.0100
[12:28:11.191] iteration:32  t-loss:0.3194, loss-lb:0.3172, loss-ulb:0.1642, weight:0.01, high-r:0.59, lr:0.0100
[12:28:13.497] iteration:33  t-loss:0.3202, loss-lb:0.3167, loss-ulb:0.2606, weight:0.01, high-r:0.71, lr:0.0100
[12:28:14.716] iteration:34  t-loss:0.3710, loss-lb:0.3688, loss-ulb:0.1633, weight:0.01, high-r:0.85, lr:0.0100
[12:28:15.938] iteration:35  t-loss:0.3594, loss-lb:0.3590, loss-ulb:0.0264, weight:0.01, high-r:0.38, lr:0.0100
[12:28:17.157] iteration:36  t-loss:0.4004, loss-lb:0.3999, loss-ulb:0.0373, weight:0.01, high-r:0.62, lr:0.0100
[12:28:18.378] iteration:37  t-loss:0.3430, loss-lb:0.3417, loss-ulb:0.0963, weight:0.01, high-r:0.47, lr:0.0100
[12:28:19.595] iteration:38  t-loss:0.4068, loss-lb:0.4058, loss-ulb:0.0779, weight:0.01, high-r:0.71, lr:0.0100
[12:28:20.811] iteration:39  t-loss:0.3588, loss-lb:0.3575, loss-ulb:0.0949, weight:0.01, high-r:0.55, lr:0.0100
[12:28:22.031] iteration:40  t-loss:0.3140, loss-lb:0.3135, loss-ulb:0.0366, weight:0.01, high-r:0.51, lr:0.0100
[12:28:23.252] iteration:41  t-loss:0.3734, loss-lb:0.3725, loss-ulb:0.0692, weight:0.01, high-r:0.64, lr:0.0100
[12:28:24.473] iteration:42  t-loss:0.3563, loss-lb:0.3546, loss-ulb:0.1255, weight:0.01, high-r:0.61, lr:0.0100
[12:28:25.692] iteration:43  t-loss:0.3286, loss-lb:0.3275, loss-ulb:0.0824, weight:0.01, high-r:0.60, lr:0.0100
[12:28:26.912] iteration:44  t-loss:0.4021, loss-lb:0.3997, loss-ulb:0.1758, weight:0.01, high-r:0.97, lr:0.0100
[12:28:28.132] iteration:45  t-loss:0.2975, loss-lb:0.2959, loss-ulb:0.1207, weight:0.01, high-r:0.71, lr:0.0100
[12:28:29.352] iteration:46  t-loss:0.3389, loss-lb:0.3374, loss-ulb:0.1170, weight:0.01, high-r:0.61, lr:0.0100
[12:28:30.569] iteration:47  t-loss:0.3877, loss-lb:0.3852, loss-ulb:0.1909, weight:0.01, high-r:0.69, lr:0.0100
[12:28:31.790] iteration:48  t-loss:0.2942, loss-lb:0.2914, loss-ulb:0.2038, weight:0.01, high-r:0.76, lr:0.0100
[12:28:33.009] iteration:49  t-loss:0.3526, loss-lb:0.3512, loss-ulb:0.1026, weight:0.01, high-r:0.76, lr:0.0100
[12:28:34.229] iteration:50  t-loss:0.3751, loss-lb:0.3740, loss-ulb:0.0805, weight:0.01, high-r:0.67, lr:0.0100
[12:28:35.449] iteration:51  t-loss:0.3366, loss-lb:0.3351, loss-ulb:0.1069, weight:0.01, high-r:0.58, lr:0.0100
[12:28:36.671] iteration:52  t-loss:0.3600, loss-lb:0.3592, loss-ulb:0.0614, weight:0.01, high-r:0.67, lr:0.0100
[12:28:37.892] iteration:53  t-loss:0.3093, loss-lb:0.3070, loss-ulb:0.1692, weight:0.01, high-r:0.76, lr:0.0100
[12:28:39.111] iteration:54  t-loss:0.3328, loss-lb:0.3317, loss-ulb:0.0843, weight:0.01, high-r:0.41, lr:0.0100
[12:28:40.333] iteration:55  t-loss:0.4035, loss-lb:0.4027, loss-ulb:0.0621, weight:0.01, high-r:0.55, lr:0.0100
[12:28:41.554] iteration:56  t-loss:0.3447, loss-lb:0.3439, loss-ulb:0.0587, weight:0.01, high-r:0.69, lr:0.0100
[12:28:42.772] iteration:57  t-loss:0.3175, loss-lb:0.3156, loss-ulb:0.1424, weight:0.01, high-r:0.69, lr:0.0100
[12:28:43.993] iteration:58  t-loss:0.3475, loss-lb:0.3467, loss-ulb:0.0552, weight:0.01, high-r:0.52, lr:0.0100
[12:28:45.213] iteration:59  t-loss:0.3076, loss-lb:0.3060, loss-ulb:0.1162, weight:0.01, high-r:0.62, lr:0.0100
[12:28:46.432] iteration:60  t-loss:0.3021, loss-lb:0.2994, loss-ulb:0.1990, weight:0.01, high-r:0.54, lr:0.0100
[12:28:47.651] iteration:61  t-loss:0.3455, loss-lb:0.3445, loss-ulb:0.0728, weight:0.01, high-r:0.76, lr:0.0100
[12:28:48.870] iteration:62  t-loss:0.4069, loss-lb:0.4065, loss-ulb:0.0234, weight:0.01, high-r:0.52, lr:0.0100
[12:28:50.089] iteration:63  t-loss:0.3189, loss-lb:0.3177, loss-ulb:0.0872, weight:0.01, high-r:0.67, lr:0.0100
[12:28:51.308] iteration:64  t-loss:0.3154, loss-lb:0.3142, loss-ulb:0.0843, weight:0.01, high-r:0.60, lr:0.0100
[12:28:53.526] iteration:65  t-loss:0.2607, loss-lb:0.2592, loss-ulb:0.1081, weight:0.01, high-r:0.55, lr:0.0100
[12:28:54.745] iteration:66  t-loss:0.3666, loss-lb:0.3661, loss-ulb:0.0372, weight:0.01, high-r:0.70, lr:0.0100
[12:28:55.963] iteration:67  t-loss:0.3694, loss-lb:0.3690, loss-ulb:0.0265, weight:0.01, high-r:0.42, lr:0.0100
[12:28:57.182] iteration:68  t-loss:0.2973, loss-lb:0.2968, loss-ulb:0.0351, weight:0.01, high-r:0.55, lr:0.0100
[12:28:58.399] iteration:69  t-loss:0.2891, loss-lb:0.2879, loss-ulb:0.0893, weight:0.01, high-r:0.60, lr:0.0100
[12:28:59.619] iteration:70  t-loss:0.2973, loss-lb:0.2966, loss-ulb:0.0544, weight:0.01, high-r:0.52, lr:0.0100
[12:29:00.834] iteration:71  t-loss:0.3671, loss-lb:0.3656, loss-ulb:0.1100, weight:0.01, high-r:0.50, lr:0.0100
[12:29:02.054] iteration:72  t-loss:0.3006, loss-lb:0.2996, loss-ulb:0.0693, weight:0.01, high-r:0.66, lr:0.0100
[12:29:03.274] iteration:73  t-loss:0.2848, loss-lb:0.2830, loss-ulb:0.1360, weight:0.01, high-r:0.71, lr:0.0100
[12:29:04.495] iteration:74  t-loss:0.2905, loss-lb:0.2899, loss-ulb:0.0455, weight:0.01, high-r:0.58, lr:0.0100
[12:29:05.736] iteration:75  t-loss:0.2888, loss-lb:0.2877, loss-ulb:0.0788, weight:0.01, high-r:0.55, lr:0.0100
[12:29:06.954] iteration:76  t-loss:0.3205, loss-lb:0.3189, loss-ulb:0.1213, weight:0.01, high-r:0.61, lr:0.0100
[12:29:08.171] iteration:77  t-loss:0.3590, loss-lb:0.3584, loss-ulb:0.0465, weight:0.01, high-r:0.48, lr:0.0100
[12:29:09.392] iteration:78  t-loss:0.2883, loss-lb:0.2871, loss-ulb:0.0871, weight:0.01, high-r:0.48, lr:0.0100
[12:29:10.610] iteration:79  t-loss:0.2939, loss-lb:0.2922, loss-ulb:0.1264, weight:0.01, high-r:0.82, lr:0.0100
[12:29:11.831] iteration:80  t-loss:0.3459, loss-lb:0.3450, loss-ulb:0.0663, weight:0.01, high-r:0.60, lr:0.0100
[12:29:13.050] iteration:81  t-loss:0.2816, loss-lb:0.2807, loss-ulb:0.0711, weight:0.01, high-r:0.48, lr:0.0100
[12:29:14.268] iteration:82  t-loss:0.3933, loss-lb:0.3931, loss-ulb:0.0166, weight:0.01, high-r:0.34, lr:0.0100
[12:29:15.489] iteration:83  t-loss:0.3254, loss-lb:0.3226, loss-ulb:0.2058, weight:0.01, high-r:0.71, lr:0.0100
[12:29:16.709] iteration:84  t-loss:0.3298, loss-lb:0.3290, loss-ulb:0.0551, weight:0.01, high-r:0.51, lr:0.0100
[12:29:17.927] iteration:85  t-loss:0.4229, loss-lb:0.4227, loss-ulb:0.0134, weight:0.01, high-r:0.66, lr:0.0099
[12:29:19.151] iteration:86  t-loss:0.2521, loss-lb:0.2514, loss-ulb:0.0503, weight:0.01, high-r:0.43, lr:0.0099
[12:29:20.370] iteration:87  t-loss:0.3528, loss-lb:0.3512, loss-ulb:0.1168, weight:0.01, high-r:0.65, lr:0.0099
[12:29:21.590] iteration:88  t-loss:0.3180, loss-lb:0.3175, loss-ulb:0.0339, weight:0.01, high-r:0.66, lr:0.0099
[12:29:22.810] iteration:89  t-loss:0.2568, loss-lb:0.2553, loss-ulb:0.1111, weight:0.01, high-r:0.40, lr:0.0099
[12:29:24.030] iteration:90  t-loss:0.3385, loss-lb:0.3376, loss-ulb:0.0644, weight:0.01, high-r:0.45, lr:0.0099
[12:29:25.282] iteration:91  t-loss:0.3902, loss-lb:0.3901, loss-ulb:0.0072, weight:0.01, high-r:0.41, lr:0.0099
[12:29:26.501] iteration:92  t-loss:0.2617, loss-lb:0.2616, loss-ulb:0.0103, weight:0.01, high-r:0.46, lr:0.0099
[12:29:27.716] iteration:93  t-loss:0.3578, loss-lb:0.3555, loss-ulb:0.1711, weight:0.01, high-r:0.81, lr:0.0099
[12:29:28.932] iteration:94  t-loss:0.3055, loss-lb:0.3050, loss-ulb:0.0367, weight:0.01, high-r:0.70, lr:0.0099
[12:29:30.151] iteration:95  t-loss:0.3074, loss-lb:0.3068, loss-ulb:0.0438, weight:0.01, high-r:0.78, lr:0.0099
[12:29:31.370] iteration:96  t-loss:0.2924, loss-lb:0.2911, loss-ulb:0.1007, weight:0.01, high-r:0.59, lr:0.0099
[12:29:33.679] iteration:97  t-loss:0.2806, loss-lb:0.2801, loss-ulb:0.0407, weight:0.01, high-r:0.56, lr:0.0099
[12:29:34.897] iteration:98  t-loss:0.2750, loss-lb:0.2734, loss-ulb:0.1187, weight:0.01, high-r:0.73, lr:0.0099
[12:29:36.116] iteration:99  t-loss:0.2967, loss-lb:0.2960, loss-ulb:0.0525, weight:0.01, high-r:0.67, lr:0.0099
[12:29:37.337] iteration:100  t-loss:0.3897, loss-lb:0.3885, loss-ulb:0.0911, weight:0.01, high-r:0.80, lr:0.0099
[12:29:38.557] iteration:101  t-loss:0.2476, loss-lb:0.2469, loss-ulb:0.0505, weight:0.01, high-r:0.42, lr:0.0099
[12:29:39.776] iteration:102  t-loss:0.3323, loss-lb:0.3322, loss-ulb:0.0067, weight:0.01, high-r:0.46, lr:0.0099
[12:29:40.995] iteration:103  t-loss:0.3184, loss-lb:0.3167, loss-ulb:0.1257, weight:0.01, high-r:0.80, lr:0.0099
[12:29:42.215] iteration:104  t-loss:0.2911, loss-lb:0.2905, loss-ulb:0.0502, weight:0.01, high-r:0.52, lr:0.0099
[12:29:43.436] iteration:105  t-loss:0.3022, loss-lb:0.3015, loss-ulb:0.0513, weight:0.01, high-r:0.63, lr:0.0099
[12:29:44.671] iteration:106  t-loss:0.3186, loss-lb:0.3184, loss-ulb:0.0146, weight:0.01, high-r:0.50, lr:0.0099
[12:29:45.891] iteration:107  t-loss:0.3760, loss-lb:0.3756, loss-ulb:0.0285, weight:0.01, high-r:0.49, lr:0.0099
[12:29:47.110] iteration:108  t-loss:0.3349, loss-lb:0.3347, loss-ulb:0.0142, weight:0.01, high-r:0.40, lr:0.0099
[12:29:48.330] iteration:109  t-loss:0.3249, loss-lb:0.3240, loss-ulb:0.0712, weight:0.01, high-r:0.70, lr:0.0099
[12:29:49.547] iteration:110  t-loss:0.2349, loss-lb:0.2345, loss-ulb:0.0302, weight:0.01, high-r:0.39, lr:0.0099
[12:29:50.764] iteration:111  t-loss:0.2723, loss-lb:0.2714, loss-ulb:0.0661, weight:0.01, high-r:0.65, lr:0.0099
[12:29:51.981] iteration:112  t-loss:0.2595, loss-lb:0.2585, loss-ulb:0.0749, weight:0.01, high-r:0.50, lr:0.0099
[12:29:53.199] iteration:113  t-loss:0.2597, loss-lb:0.2590, loss-ulb:0.0540, weight:0.01, high-r:0.45, lr:0.0099
[12:29:54.418] iteration:114  t-loss:0.3264, loss-lb:0.3254, loss-ulb:0.0733, weight:0.01, high-r:0.47, lr:0.0099
[12:29:55.638] iteration:115  t-loss:0.3549, loss-lb:0.3541, loss-ulb:0.0622, weight:0.01, high-r:0.55, lr:0.0099
[12:29:56.857] iteration:116  t-loss:0.2486, loss-lb:0.2479, loss-ulb:0.0485, weight:0.01, high-r:0.53, lr:0.0099
[12:29:58.076] iteration:117  t-loss:0.2285, loss-lb:0.2281, loss-ulb:0.0230, weight:0.01, high-r:0.48, lr:0.0099
[12:29:59.296] iteration:118  t-loss:0.2442, loss-lb:0.2440, loss-ulb:0.0170, weight:0.01, high-r:0.52, lr:0.0099
[12:30:00.515] iteration:119  t-loss:0.3371, loss-lb:0.3368, loss-ulb:0.0206, weight:0.01, high-r:0.43, lr:0.0099
[12:30:01.734] iteration:120  t-loss:0.2683, loss-lb:0.2677, loss-ulb:0.0441, weight:0.01, high-r:0.35, lr:0.0099
[12:30:02.956] iteration:121  t-loss:0.2925, loss-lb:0.2918, loss-ulb:0.0451, weight:0.01, high-r:0.59, lr:0.0099
[12:30:04.175] iteration:122  t-loss:0.1878, loss-lb:0.1873, loss-ulb:0.0352, weight:0.01, high-r:0.56, lr:0.0099
[12:30:05.395] iteration:123  t-loss:0.3145, loss-lb:0.3131, loss-ulb:0.1059, weight:0.01, high-r:0.66, lr:0.0099
[12:30:06.613] iteration:124  t-loss:0.2894, loss-lb:0.2874, loss-ulb:0.1491, weight:0.01, high-r:0.63, lr:0.0099
[12:30:07.833] iteration:125  t-loss:0.2708, loss-lb:0.2686, loss-ulb:0.1642, weight:0.01, high-r:0.63, lr:0.0099
[12:30:09.052] iteration:126  t-loss:0.2463, loss-lb:0.2456, loss-ulb:0.0524, weight:0.01, high-r:0.45, lr:0.0099
[12:30:10.269] iteration:127  t-loss:0.3029, loss-lb:0.3020, loss-ulb:0.0653, weight:0.01, high-r:0.51, lr:0.0099
[12:30:11.486] iteration:128  t-loss:0.2879, loss-lb:0.2867, loss-ulb:0.0843, weight:0.01, high-r:0.52, lr:0.0099
[12:30:13.801] iteration:129  t-loss:0.2762, loss-lb:0.2755, loss-ulb:0.0533, weight:0.01, high-r:0.63, lr:0.0099
[12:30:15.020] iteration:130  t-loss:0.2895, loss-lb:0.2887, loss-ulb:0.0621, weight:0.01, high-r:0.96, lr:0.0099
[12:30:16.291] iteration:131  t-loss:0.2425, loss-lb:0.2417, loss-ulb:0.0570, weight:0.01, high-r:0.48, lr:0.0099
[12:30:17.510] iteration:132  t-loss:0.2676, loss-lb:0.2673, loss-ulb:0.0258, weight:0.01, high-r:0.57, lr:0.0099
[12:30:18.726] iteration:133  t-loss:0.3846, loss-lb:0.3842, loss-ulb:0.0318, weight:0.01, high-r:0.46, lr:0.0099
[12:30:19.943] iteration:134  t-loss:0.2778, loss-lb:0.2756, loss-ulb:0.1638, weight:0.01, high-r:0.67, lr:0.0099
[12:30:21.205] iteration:135  t-loss:0.2919, loss-lb:0.2916, loss-ulb:0.0232, weight:0.01, high-r:0.56, lr:0.0099
[12:30:22.424] iteration:136  t-loss:0.2851, loss-lb:0.2838, loss-ulb:0.0990, weight:0.01, high-r:0.61, lr:0.0099
[12:30:23.645] iteration:137  t-loss:0.2465, loss-lb:0.2460, loss-ulb:0.0437, weight:0.01, high-r:0.47, lr:0.0099
[12:30:24.865] iteration:138  t-loss:0.2245, loss-lb:0.2237, loss-ulb:0.0584, weight:0.01, high-r:0.59, lr:0.0099
[12:30:26.084] iteration:139  t-loss:0.2391, loss-lb:0.2379, loss-ulb:0.0896, weight:0.01, high-r:0.60, lr:0.0099
[12:30:27.355] iteration:140  t-loss:0.2584, loss-lb:0.2574, loss-ulb:0.0752, weight:0.01, high-r:0.54, lr:0.0099
[12:30:28.576] iteration:141  t-loss:0.4224, loss-lb:0.4218, loss-ulb:0.0498, weight:0.01, high-r:0.54, lr:0.0099
[12:30:29.796] iteration:142  t-loss:0.2837, loss-lb:0.2836, loss-ulb:0.0129, weight:0.01, high-r:0.40, lr:0.0099
[12:30:31.017] iteration:143  t-loss:0.2460, loss-lb:0.2448, loss-ulb:0.0902, weight:0.01, high-r:0.49, lr:0.0099
[12:30:32.236] iteration:144  t-loss:0.2223, loss-lb:0.2216, loss-ulb:0.0501, weight:0.01, high-r:0.31, lr:0.0099
[12:30:33.457] iteration:145  t-loss:0.2428, loss-lb:0.2425, loss-ulb:0.0282, weight:0.01, high-r:0.49, lr:0.0099
[12:30:34.677] iteration:146  t-loss:0.2862, loss-lb:0.2860, loss-ulb:0.0105, weight:0.01, high-r:0.59, lr:0.0099
[12:30:35.897] iteration:147  t-loss:0.3020, loss-lb:0.3015, loss-ulb:0.0307, weight:0.01, high-r:0.48, lr:0.0099
[12:30:37.118] iteration:148  t-loss:0.2252, loss-lb:0.2236, loss-ulb:0.1158, weight:0.01, high-r:0.64, lr:0.0099
[12:30:38.337] iteration:149  t-loss:0.3670, loss-lb:0.3647, loss-ulb:0.1688, weight:0.01, high-r:0.75, lr:0.0099
[12:30:39.556] iteration:150  t-loss:0.2322, loss-lb:0.2310, loss-ulb:0.0919, weight:0.01, high-r:0.60, lr:0.0099
[12:30:40.776] iteration:151  t-loss:0.2600, loss-lb:0.2594, loss-ulb:0.0369, weight:0.02, high-r:0.50, lr:0.0099
[12:30:42.000] iteration:152  t-loss:0.2481, loss-lb:0.2474, loss-ulb:0.0409, weight:0.02, high-r:0.40, lr:0.0099
[12:30:43.216] iteration:153  t-loss:0.1933, loss-lb:0.1927, loss-ulb:0.0312, weight:0.02, high-r:0.61, lr:0.0099
[12:30:44.436] iteration:154  t-loss:0.2244, loss-lb:0.2231, loss-ulb:0.0799, weight:0.02, high-r:0.43, lr:0.0099
[12:30:45.654] iteration:155  t-loss:0.3174, loss-lb:0.3149, loss-ulb:0.1468, weight:0.02, high-r:0.53, lr:0.0099
[12:30:46.875] iteration:156  t-loss:0.2035, loss-lb:0.2030, loss-ulb:0.0290, weight:0.02, high-r:0.50, lr:0.0099
[12:30:48.091] iteration:157  t-loss:0.2936, loss-lb:0.2927, loss-ulb:0.0562, weight:0.02, high-r:0.55, lr:0.0099
[12:30:49.310] iteration:158  t-loss:0.2110, loss-lb:0.2104, loss-ulb:0.0400, weight:0.02, high-r:0.52, lr:0.0099
[12:30:50.530] iteration:159  t-loss:0.2454, loss-lb:0.2426, loss-ulb:0.1621, weight:0.02, high-r:0.62, lr:0.0099
[12:30:51.751] iteration:160  t-loss:0.3952, loss-lb:0.3943, loss-ulb:0.0530, weight:0.02, high-r:0.56, lr:0.0099
[12:30:53.922] iteration:161  t-loss:0.2048, loss-lb:0.2035, loss-ulb:0.0790, weight:0.02, high-r:0.53, lr:0.0099
[12:30:55.192] iteration:162  t-loss:0.2118, loss-lb:0.2113, loss-ulb:0.0319, weight:0.02, high-r:0.42, lr:0.0099
[12:30:56.409] iteration:163  t-loss:0.1823, loss-lb:0.1813, loss-ulb:0.0548, weight:0.02, high-r:0.57, lr:0.0099
[12:30:57.628] iteration:164  t-loss:0.2783, loss-lb:0.2778, loss-ulb:0.0296, weight:0.02, high-r:0.76, lr:0.0099
[12:30:58.847] iteration:165  t-loss:0.2707, loss-lb:0.2702, loss-ulb:0.0239, weight:0.02, high-r:0.58, lr:0.0099
[12:31:00.068] iteration:166  t-loss:0.2966, loss-lb:0.2954, loss-ulb:0.0716, weight:0.02, high-r:0.60, lr:0.0099
[12:31:01.286] iteration:167  t-loss:0.2677, loss-lb:0.2673, loss-ulb:0.0231, weight:0.02, high-r:0.60, lr:0.0099
[12:31:02.506] iteration:168  t-loss:0.2947, loss-lb:0.2912, loss-ulb:0.2009, weight:0.02, high-r:0.69, lr:0.0099
[12:31:03.725] iteration:169  t-loss:0.3340, loss-lb:0.3329, loss-ulb:0.0678, weight:0.02, high-r:0.47, lr:0.0099
[12:31:04.945] iteration:170  t-loss:0.2789, loss-lb:0.2769, loss-ulb:0.1149, weight:0.02, high-r:0.73, lr:0.0099
[12:31:06.164] iteration:171  t-loss:0.2024, loss-lb:0.2008, loss-ulb:0.0950, weight:0.02, high-r:0.76, lr:0.0099
[12:31:07.382] iteration:172  t-loss:0.3227, loss-lb:0.3212, loss-ulb:0.0824, weight:0.02, high-r:0.74, lr:0.0099
[12:31:08.600] iteration:173  t-loss:0.2118, loss-lb:0.2112, loss-ulb:0.0370, weight:0.02, high-r:0.36, lr:0.0099
[12:31:09.820] iteration:174  t-loss:0.1822, loss-lb:0.1790, loss-ulb:0.1885, weight:0.02, high-r:0.43, lr:0.0099
[12:31:11.036] iteration:175  t-loss:0.3356, loss-lb:0.3346, loss-ulb:0.0607, weight:0.02, high-r:0.63, lr:0.0099
[12:31:12.255] iteration:176  t-loss:0.2428, loss-lb:0.2404, loss-ulb:0.1432, weight:0.02, high-r:0.71, lr:0.0099
[12:31:13.475] iteration:177  t-loss:0.2580, loss-lb:0.2573, loss-ulb:0.0423, weight:0.02, high-r:0.58, lr:0.0099
[12:31:14.694] iteration:178  t-loss:0.2918, loss-lb:0.2911, loss-ulb:0.0405, weight:0.02, high-r:0.55, lr:0.0099
[12:31:15.915] iteration:179  t-loss:0.2130, loss-lb:0.2126, loss-ulb:0.0244, weight:0.02, high-r:0.57, lr:0.0099
[12:31:17.134] iteration:180  t-loss:0.3476, loss-lb:0.3466, loss-ulb:0.0580, weight:0.02, high-r:0.76, lr:0.0099
