[09:39:11.749] {'add_noise_prob': 1.0,
 'base_lr': 0.01,
 'batch_size': 4,
 'cfg': 'config_3d_complete.yml',
 'conf_threshold': 0.8,
 'consistency': 1.0,
 'consistency_rampup': 40,
 'cutmix_prob': 1.0,
 'deterministic': 1,
 'ema_decay': 0.99,
 'exp': 'LA_leave/v10',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': False,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'ce',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 1,
 'labeled_bs': 2,
 'labeled_num': 4,
 'max_iterations': 15000,
 'max_samples': 80,
 'model': 'vnet',
 'num_classes': 2,
 'patch_size': [112, 112, 80],
 'poly': True,
 'res_path': './results/LA',
 'root_path': '../mics_data/LA',
 'save_interval_epoch': 1000000,
 'seed': 2023,
 'test_interval_iter': 200,
 'workers': 4}
[09:39:19.174] 38 iterations per epoch
[09:39:21.697] iteration:1  t-loss:0.7110, loss-lb:0.7110, loss-ulb:0.0000, weight:0.01, high-r:0.00, lr:0.0100
[09:39:43.275] iteration:19  t-loss:0.4024, loss-lb:0.4013, loss-ulb:0.1640, weight:0.01, high-r:0.24, lr:0.0100
[09:39:44.470] iteration:20  t-loss:0.3728, loss-lb:0.3715, loss-ulb:0.1944, weight:0.01, high-r:0.23, lr:0.0100
[09:39:45.665] iteration:21  t-loss:0.3965, loss-lb:0.3959, loss-ulb:0.0896, weight:0.01, high-r:0.29, lr:0.0100
[09:39:46.860] iteration:22  t-loss:0.4542, loss-lb:0.4535, loss-ulb:0.0950, weight:0.01, high-r:0.32, lr:0.0100
[09:39:48.058] iteration:23  t-loss:0.4062, loss-lb:0.4053, loss-ulb:0.1221, weight:0.01, high-r:0.58, lr:0.0100
[09:39:49.256] iteration:24  t-loss:0.3884, loss-lb:0.3872, loss-ulb:0.1750, weight:0.01, high-r:0.51, lr:0.0100
[09:39:50.452] iteration:25  t-loss:0.3844, loss-lb:0.3835, loss-ulb:0.1353, weight:0.01, high-r:0.33, lr:0.0100
[09:39:51.646] iteration:26  t-loss:0.4001, loss-lb:0.3994, loss-ulb:0.1094, weight:0.01, high-r:0.51, lr:0.0100
[09:39:52.839] iteration:27  t-loss:0.3501, loss-lb:0.3493, loss-ulb:0.1248, weight:0.01, high-r:0.53, lr:0.0100
[09:39:54.034] iteration:28  t-loss:0.3663, loss-lb:0.3648, loss-ulb:0.2264, weight:0.01, high-r:0.39, lr:0.0100
[09:39:55.228] iteration:29  t-loss:0.3525, loss-lb:0.3515, loss-ulb:0.1428, weight:0.01, high-r:0.25, lr:0.0100
[09:39:56.424] iteration:30  t-loss:0.3773, loss-lb:0.3769, loss-ulb:0.0510, weight:0.01, high-r:0.32, lr:0.0100
[09:39:57.620] iteration:31  t-loss:0.4280, loss-lb:0.4269, loss-ulb:0.1618, weight:0.01, high-r:0.66, lr:0.0100
[09:39:58.816] iteration:32  t-loss:0.3774, loss-lb:0.3766, loss-ulb:0.1289, weight:0.01, high-r:0.48, lr:0.0100
[09:40:00.013] iteration:33  t-loss:0.3523, loss-lb:0.3508, loss-ulb:0.2161, weight:0.01, high-r:0.38, lr:0.0100
[09:40:01.213] iteration:34  t-loss:0.3726, loss-lb:0.3708, loss-ulb:0.2695, weight:0.01, high-r:0.78, lr:0.0100
[09:40:02.409] iteration:35  t-loss:0.3251, loss-lb:0.3239, loss-ulb:0.1662, weight:0.01, high-r:0.41, lr:0.0100
[09:40:03.605] iteration:36  t-loss:0.3793, loss-lb:0.3782, loss-ulb:0.1672, weight:0.01, high-r:0.74, lr:0.0100
[09:40:04.803] iteration:37  t-loss:0.3327, loss-lb:0.3317, loss-ulb:0.1516, weight:0.01, high-r:0.72, lr:0.0100
[09:40:05.996] iteration:38  t-loss:0.3931, loss-lb:0.3923, loss-ulb:0.1210, weight:0.01, high-r:0.77, lr:0.0100
[09:40:08.340] iteration:39  t-loss:0.3108, loss-lb:0.3102, loss-ulb:0.0970, weight:0.01, high-r:0.55, lr:0.0100
[09:40:09.534] iteration:40  t-loss:0.3566, loss-lb:0.3563, loss-ulb:0.0487, weight:0.01, high-r:0.46, lr:0.0100
[09:40:10.731] iteration:41  t-loss:0.3862, loss-lb:0.3856, loss-ulb:0.0884, weight:0.01, high-r:0.49, lr:0.0100
[09:40:11.926] iteration:42  t-loss:0.3505, loss-lb:0.3496, loss-ulb:0.1357, weight:0.01, high-r:0.51, lr:0.0100
[09:40:13.123] iteration:43  t-loss:0.3520, loss-lb:0.3507, loss-ulb:0.1978, weight:0.01, high-r:0.63, lr:0.0100
[09:40:14.322] iteration:44  t-loss:0.3310, loss-lb:0.3301, loss-ulb:0.1412, weight:0.01, high-r:0.41, lr:0.0100
[09:40:15.514] iteration:45  t-loss:0.3672, loss-lb:0.3662, loss-ulb:0.1469, weight:0.01, high-r:0.64, lr:0.0100
[09:40:16.708] iteration:46  t-loss:0.3393, loss-lb:0.3390, loss-ulb:0.0422, weight:0.01, high-r:0.40, lr:0.0100
[09:40:17.903] iteration:47  t-loss:0.3262, loss-lb:0.3251, loss-ulb:0.1594, weight:0.01, high-r:0.51, lr:0.0100
[09:40:19.099] iteration:48  t-loss:0.3431, loss-lb:0.3428, loss-ulb:0.0555, weight:0.01, high-r:0.45, lr:0.0100
[09:40:20.299] iteration:49  t-loss:0.3186, loss-lb:0.3173, loss-ulb:0.1922, weight:0.01, high-r:0.33, lr:0.0100
[09:40:21.498] iteration:50  t-loss:0.3728, loss-lb:0.3719, loss-ulb:0.1319, weight:0.01, high-r:0.43, lr:0.0100
[09:40:22.699] iteration:51  t-loss:0.3040, loss-lb:0.3036, loss-ulb:0.0479, weight:0.01, high-r:0.45, lr:0.0100
[09:40:23.902] iteration:52  t-loss:0.3709, loss-lb:0.3704, loss-ulb:0.0702, weight:0.01, high-r:0.62, lr:0.0100
[09:40:25.099] iteration:53  t-loss:0.3196, loss-lb:0.3186, loss-ulb:0.1589, weight:0.01, high-r:0.61, lr:0.0100
[09:40:26.295] iteration:54  t-loss:0.3035, loss-lb:0.3028, loss-ulb:0.1027, weight:0.01, high-r:0.41, lr:0.0100
[09:40:27.491] iteration:55  t-loss:0.3739, loss-lb:0.3730, loss-ulb:0.1364, weight:0.01, high-r:0.75, lr:0.0100
[09:40:28.687] iteration:56  t-loss:0.2954, loss-lb:0.2949, loss-ulb:0.0702, weight:0.01, high-r:0.41, lr:0.0100
[09:40:29.884] iteration:57  t-loss:0.3513, loss-lb:0.3495, loss-ulb:0.2783, weight:0.01, high-r:0.43, lr:0.0100
[09:40:31.079] iteration:58  t-loss:0.3845, loss-lb:0.3838, loss-ulb:0.1056, weight:0.01, high-r:0.36, lr:0.0100
[09:40:32.275] iteration:59  t-loss:0.3230, loss-lb:0.3216, loss-ulb:0.2103, weight:0.01, high-r:0.75, lr:0.0100
[09:40:33.473] iteration:60  t-loss:0.3177, loss-lb:0.3169, loss-ulb:0.1158, weight:0.01, high-r:0.64, lr:0.0100
[09:40:34.668] iteration:61  t-loss:0.3315, loss-lb:0.3299, loss-ulb:0.2453, weight:0.01, high-r:0.73, lr:0.0100
[09:40:35.865] iteration:62  t-loss:0.3428, loss-lb:0.3417, loss-ulb:0.1633, weight:0.01, high-r:0.84, lr:0.0100
[09:40:37.061] iteration:63  t-loss:0.2617, loss-lb:0.2613, loss-ulb:0.0570, weight:0.01, high-r:0.42, lr:0.0100
[09:40:38.256] iteration:64  t-loss:0.3471, loss-lb:0.3454, loss-ulb:0.2581, weight:0.01, high-r:0.93, lr:0.0100
[09:40:39.456] iteration:65  t-loss:0.3542, loss-lb:0.3535, loss-ulb:0.0997, weight:0.01, high-r:0.33, lr:0.0100
[09:40:40.651] iteration:66  t-loss:0.3286, loss-lb:0.3275, loss-ulb:0.1651, weight:0.01, high-r:0.72, lr:0.0100
[09:40:41.846] iteration:67  t-loss:0.3481, loss-lb:0.3468, loss-ulb:0.1860, weight:0.01, high-r:0.66, lr:0.0100
[09:40:43.046] iteration:68  t-loss:0.3349, loss-lb:0.3346, loss-ulb:0.0496, weight:0.01, high-r:0.50, lr:0.0100
[09:40:44.243] iteration:69  t-loss:0.2852, loss-lb:0.2845, loss-ulb:0.1057, weight:0.01, high-r:0.76, lr:0.0100
[09:40:45.442] iteration:70  t-loss:0.3416, loss-lb:0.3412, loss-ulb:0.0514, weight:0.01, high-r:0.44, lr:0.0100
[09:40:46.636] iteration:71  t-loss:0.3156, loss-lb:0.3143, loss-ulb:0.1876, weight:0.01, high-r:0.58, lr:0.0100
[09:40:47.836] iteration:72  t-loss:0.3608, loss-lb:0.3595, loss-ulb:0.1916, weight:0.01, high-r:0.61, lr:0.0100
[09:40:49.029] iteration:73  t-loss:0.3636, loss-lb:0.3625, loss-ulb:0.1579, weight:0.01, high-r:0.60, lr:0.0100
[09:40:50.225] iteration:74  t-loss:0.3362, loss-lb:0.3360, loss-ulb:0.0429, weight:0.01, high-r:0.56, lr:0.0100
[09:40:51.421] iteration:75  t-loss:0.3476, loss-lb:0.3467, loss-ulb:0.1336, weight:0.01, high-r:0.67, lr:0.0100
[09:40:52.618] iteration:76  t-loss:0.2906, loss-lb:0.2900, loss-ulb:0.1011, weight:0.01, high-r:0.53, lr:0.0100
[09:40:55.174] iteration:77  t-loss:0.3232, loss-lb:0.3222, loss-ulb:0.1486, weight:0.01, high-r:0.75, lr:0.0100
[09:40:56.371] iteration:78  t-loss:0.3477, loss-lb:0.3476, loss-ulb:0.0270, weight:0.01, high-r:0.46, lr:0.0100
[09:40:57.567] iteration:79  t-loss:0.3334, loss-lb:0.3327, loss-ulb:0.1066, weight:0.01, high-r:0.46, lr:0.0100
[09:40:58.762] iteration:80  t-loss:0.3290, loss-lb:0.3285, loss-ulb:0.0665, weight:0.01, high-r:0.59, lr:0.0100
[09:40:59.960] iteration:81  t-loss:0.3586, loss-lb:0.3583, loss-ulb:0.0412, weight:0.01, high-r:0.65, lr:0.0100
[09:41:01.155] iteration:82  t-loss:0.3142, loss-lb:0.3139, loss-ulb:0.0385, weight:0.01, high-r:0.43, lr:0.0100
[09:41:02.348] iteration:83  t-loss:0.3123, loss-lb:0.3122, loss-ulb:0.0099, weight:0.01, high-r:0.30, lr:0.0100
[09:41:03.542] iteration:84  t-loss:0.3117, loss-lb:0.3110, loss-ulb:0.1012, weight:0.01, high-r:0.68, lr:0.0100
[09:41:04.737] iteration:85  t-loss:0.3833, loss-lb:0.3828, loss-ulb:0.0721, weight:0.01, high-r:0.59, lr:0.0099
[09:41:05.937] iteration:86  t-loss:0.3120, loss-lb:0.3118, loss-ulb:0.0257, weight:0.01, high-r:0.45, lr:0.0099
[09:41:07.133] iteration:87  t-loss:0.3407, loss-lb:0.3404, loss-ulb:0.0428, weight:0.01, high-r:0.54, lr:0.0099
[09:41:08.329] iteration:88  t-loss:0.2941, loss-lb:0.2933, loss-ulb:0.1148, weight:0.01, high-r:0.63, lr:0.0099
[09:41:09.529] iteration:89  t-loss:0.3654, loss-lb:0.3647, loss-ulb:0.1012, weight:0.01, high-r:0.88, lr:0.0099
[09:41:10.729] iteration:90  t-loss:0.3093, loss-lb:0.3091, loss-ulb:0.0366, weight:0.01, high-r:0.57, lr:0.0099
[09:41:11.926] iteration:91  t-loss:0.3006, loss-lb:0.3001, loss-ulb:0.0738, weight:0.01, high-r:0.61, lr:0.0099
[09:41:13.128] iteration:92  t-loss:0.3097, loss-lb:0.3096, loss-ulb:0.0186, weight:0.01, high-r:0.51, lr:0.0099
[09:41:14.323] iteration:93  t-loss:0.3463, loss-lb:0.3461, loss-ulb:0.0379, weight:0.01, high-r:0.47, lr:0.0099
[09:41:15.517] iteration:94  t-loss:0.3221, loss-lb:0.3219, loss-ulb:0.0319, weight:0.01, high-r:0.56, lr:0.0099
[09:41:16.712] iteration:95  t-loss:0.2794, loss-lb:0.2788, loss-ulb:0.0884, weight:0.01, high-r:0.58, lr:0.0099
[09:41:17.906] iteration:96  t-loss:0.3061, loss-lb:0.3054, loss-ulb:0.1076, weight:0.01, high-r:0.35, lr:0.0099
[09:41:19.101] iteration:97  t-loss:0.3438, loss-lb:0.3437, loss-ulb:0.0230, weight:0.01, high-r:0.38, lr:0.0099
[09:41:20.300] iteration:98  t-loss:0.2777, loss-lb:0.2769, loss-ulb:0.1194, weight:0.01, high-r:0.47, lr:0.0099
[09:41:21.496] iteration:99  t-loss:0.2903, loss-lb:0.2897, loss-ulb:0.0882, weight:0.01, high-r:0.61, lr:0.0099
[09:41:22.694] iteration:100  t-loss:0.3220, loss-lb:0.3213, loss-ulb:0.0999, weight:0.01, high-r:0.75, lr:0.0099
[09:41:23.910] iteration:101  t-loss:0.2725, loss-lb:0.2720, loss-ulb:0.0630, weight:0.01, high-r:0.51, lr:0.0099
[09:41:25.123] iteration:102  t-loss:0.3147, loss-lb:0.3140, loss-ulb:0.1096, weight:0.01, high-r:0.82, lr:0.0099
[09:41:26.338] iteration:103  t-loss:0.3705, loss-lb:0.3700, loss-ulb:0.0806, weight:0.01, high-r:0.34, lr:0.0099
[09:41:27.548] iteration:104  t-loss:0.3529, loss-lb:0.3523, loss-ulb:0.0824, weight:0.01, high-r:0.76, lr:0.0099
[09:41:28.760] iteration:105  t-loss:0.3222, loss-lb:0.3217, loss-ulb:0.0844, weight:0.01, high-r:0.48, lr:0.0099
[09:41:29.975] iteration:106  t-loss:0.2843, loss-lb:0.2835, loss-ulb:0.1162, weight:0.01, high-r:0.56, lr:0.0099
[09:41:31.187] iteration:107  t-loss:0.2770, loss-lb:0.2766, loss-ulb:0.0702, weight:0.01, high-r:0.57, lr:0.0099
[09:41:32.402] iteration:108  t-loss:0.2679, loss-lb:0.2675, loss-ulb:0.0558, weight:0.01, high-r:0.58, lr:0.0099
[09:41:33.603] iteration:109  t-loss:0.2738, loss-lb:0.2736, loss-ulb:0.0401, weight:0.01, high-r:0.55, lr:0.0099
[09:41:34.997] iteration:110  t-loss:0.3144, loss-lb:0.3142, loss-ulb:0.0276, weight:0.01, high-r:0.39, lr:0.0099
[09:41:36.773] iteration:111  t-loss:0.2736, loss-lb:0.2734, loss-ulb:0.0255, weight:0.01, high-r:0.53, lr:0.0099
[09:41:38.548] iteration:112  t-loss:0.3449, loss-lb:0.3442, loss-ulb:0.1103, weight:0.01, high-r:0.49, lr:0.0099
[09:41:40.323] iteration:113  t-loss:0.3343, loss-lb:0.3340, loss-ulb:0.0536, weight:0.01, high-r:0.64, lr:0.0099
[09:41:42.102] iteration:114  t-loss:0.3671, loss-lb:0.3665, loss-ulb:0.0933, weight:0.01, high-r:0.98, lr:0.0099
[09:41:45.191] iteration:115  t-loss:0.2984, loss-lb:0.2976, loss-ulb:0.1209, weight:0.01, high-r:0.74, lr:0.0099
[09:41:46.961] iteration:116  t-loss:0.2709, loss-lb:0.2705, loss-ulb:0.0670, weight:0.01, high-r:0.45, lr:0.0099
[09:41:49.386] iteration:117  t-loss:0.2558, loss-lb:0.2557, loss-ulb:0.0160, weight:0.01, high-r:0.53, lr:0.0099
[09:41:51.214] iteration:118  t-loss:0.2993, loss-lb:0.2983, loss-ulb:0.1369, weight:0.01, high-r:0.44, lr:0.0099
[09:41:52.962] iteration:119  t-loss:0.2922, loss-lb:0.2919, loss-ulb:0.0444, weight:0.01, high-r:0.43, lr:0.0099
[09:41:54.582] iteration:120  t-loss:0.2913, loss-lb:0.2910, loss-ulb:0.0431, weight:0.01, high-r:0.44, lr:0.0099
[09:41:56.359] iteration:121  t-loss:0.2930, loss-lb:0.2926, loss-ulb:0.0617, weight:0.01, high-r:0.49, lr:0.0099
[09:41:58.129] iteration:122  t-loss:0.3171, loss-lb:0.3168, loss-ulb:0.0499, weight:0.01, high-r:0.65, lr:0.0099
[09:41:59.900] iteration:123  t-loss:0.2489, loss-lb:0.2486, loss-ulb:0.0371, weight:0.01, high-r:0.50, lr:0.0099
[09:42:01.672] iteration:124  t-loss:0.3003, loss-lb:0.2997, loss-ulb:0.0960, weight:0.01, high-r:0.56, lr:0.0099
[09:42:03.443] iteration:125  t-loss:0.3162, loss-lb:0.3159, loss-ulb:0.0376, weight:0.01, high-r:0.59, lr:0.0099
[09:42:05.214] iteration:126  t-loss:0.2634, loss-lb:0.2631, loss-ulb:0.0496, weight:0.01, high-r:0.68, lr:0.0099
[09:42:06.985] iteration:127  t-loss:0.3036, loss-lb:0.3033, loss-ulb:0.0330, weight:0.01, high-r:0.43, lr:0.0099
[09:42:08.754] iteration:128  t-loss:0.2249, loss-lb:0.2245, loss-ulb:0.0657, weight:0.01, high-r:0.51, lr:0.0099
[09:42:10.528] iteration:129  t-loss:0.3228, loss-lb:0.3223, loss-ulb:0.0737, weight:0.01, high-r:0.52, lr:0.0099
[09:42:12.298] iteration:130  t-loss:0.2814, loss-lb:0.2812, loss-ulb:0.0339, weight:0.01, high-r:0.70, lr:0.0099
[09:42:14.067] iteration:131  t-loss:0.2534, loss-lb:0.2526, loss-ulb:0.1199, weight:0.01, high-r:0.49, lr:0.0099
[09:42:15.846] iteration:132  t-loss:0.2543, loss-lb:0.2541, loss-ulb:0.0314, weight:0.01, high-r:0.50, lr:0.0099
[09:42:17.625] iteration:133  t-loss:0.2626, loss-lb:0.2622, loss-ulb:0.0572, weight:0.01, high-r:0.60, lr:0.0099
[09:42:19.397] iteration:134  t-loss:0.3101, loss-lb:0.3098, loss-ulb:0.0468, weight:0.01, high-r:0.68, lr:0.0099
[09:42:21.170] iteration:135  t-loss:0.2665, loss-lb:0.2661, loss-ulb:0.0593, weight:0.01, high-r:0.56, lr:0.0099
[09:42:22.717] iteration:136  t-loss:0.2869, loss-lb:0.2860, loss-ulb:0.1347, weight:0.01, high-r:0.37, lr:0.0099
[09:42:24.489] iteration:137  t-loss:0.2852, loss-lb:0.2838, loss-ulb:0.1987, weight:0.01, high-r:0.88, lr:0.0099
[09:42:26.263] iteration:138  t-loss:0.2379, loss-lb:0.2374, loss-ulb:0.0757, weight:0.01, high-r:0.65, lr:0.0099
[09:42:28.035] iteration:139  t-loss:0.2806, loss-lb:0.2804, loss-ulb:0.0366, weight:0.01, high-r:0.44, lr:0.0099
[09:42:29.813] iteration:140  t-loss:0.2998, loss-lb:0.2994, loss-ulb:0.0611, weight:0.01, high-r:0.53, lr:0.0099
[09:42:31.385] iteration:141  t-loss:0.2952, loss-lb:0.2950, loss-ulb:0.0196, weight:0.01, high-r:0.54, lr:0.0099
[09:42:32.729] iteration:142  t-loss:0.2402, loss-lb:0.2401, loss-ulb:0.0274, weight:0.01, high-r:0.54, lr:0.0099
[09:42:34.499] iteration:143  t-loss:0.3053, loss-lb:0.3044, loss-ulb:0.1428, weight:0.01, high-r:0.80, lr:0.0099
[09:42:36.272] iteration:144  t-loss:0.2281, loss-lb:0.2276, loss-ulb:0.0726, weight:0.01, high-r:0.53, lr:0.0099
[09:42:38.043] iteration:145  t-loss:0.2161, loss-lb:0.2154, loss-ulb:0.1043, weight:0.01, high-r:0.55, lr:0.0099
[09:42:39.816] iteration:146  t-loss:0.3163, loss-lb:0.3159, loss-ulb:0.0551, weight:0.01, high-r:0.57, lr:0.0099
[09:42:41.584] iteration:147  t-loss:0.2688, loss-lb:0.2683, loss-ulb:0.0807, weight:0.01, high-r:0.57, lr:0.0099
[09:42:43.351] iteration:148  t-loss:0.3302, loss-lb:0.3295, loss-ulb:0.0958, weight:0.01, high-r:0.47, lr:0.0099
[09:42:45.124] iteration:149  t-loss:0.2253, loss-lb:0.2249, loss-ulb:0.0614, weight:0.01, high-r:0.54, lr:0.0099
[09:42:46.897] iteration:150  t-loss:0.1876, loss-lb:0.1872, loss-ulb:0.0501, weight:0.01, high-r:0.60, lr:0.0099
[09:42:48.674] iteration:151  t-loss:0.2734, loss-lb:0.2729, loss-ulb:0.0571, weight:0.01, high-r:0.80, lr:0.0099
[09:42:50.443] iteration:152  t-loss:0.2792, loss-lb:0.2785, loss-ulb:0.0796, weight:0.01, high-r:0.68, lr:0.0099
[09:42:53.464] iteration:153  t-loss:0.2373, loss-lb:0.2369, loss-ulb:0.0477, weight:0.01, high-r:0.35, lr:0.0099
[09:42:55.236] iteration:154  t-loss:0.2216, loss-lb:0.2213, loss-ulb:0.0329, weight:0.01, high-r:0.45, lr:0.0099
[09:42:57.013] iteration:155  t-loss:0.2915, loss-lb:0.2907, loss-ulb:0.0895, weight:0.01, high-r:0.45, lr:0.0099
[09:42:58.784] iteration:156  t-loss:0.1874, loss-lb:0.1869, loss-ulb:0.0569, weight:0.01, high-r:0.71, lr:0.0099
[09:43:00.553] iteration:157  t-loss:0.2623, loss-lb:0.2616, loss-ulb:0.0876, weight:0.01, high-r:0.46, lr:0.0099
[09:43:02.324] iteration:158  t-loss:0.1919, loss-lb:0.1916, loss-ulb:0.0346, weight:0.01, high-r:0.56, lr:0.0099
[09:43:04.096] iteration:159  t-loss:0.2529, loss-lb:0.2524, loss-ulb:0.0495, weight:0.01, high-r:0.50, lr:0.0099
[09:43:05.875] iteration:160  t-loss:0.2085, loss-lb:0.2081, loss-ulb:0.0431, weight:0.01, high-r:0.74, lr:0.0099
[09:43:07.646] iteration:161  t-loss:0.2267, loss-lb:0.2264, loss-ulb:0.0296, weight:0.01, high-r:0.54, lr:0.0099
[09:43:09.425] iteration:162  t-loss:0.1954, loss-lb:0.1949, loss-ulb:0.0526, weight:0.01, high-r:0.55, lr:0.0099
[09:43:11.199] iteration:163  t-loss:0.1836, loss-lb:0.1834, loss-ulb:0.0189, weight:0.01, high-r:0.51, lr:0.0099
[09:43:12.972] iteration:164  t-loss:0.1450, loss-lb:0.1442, loss-ulb:0.0928, weight:0.01, high-r:0.50, lr:0.0099
[09:43:14.740] iteration:165  t-loss:0.1618, loss-lb:0.1610, loss-ulb:0.0970, weight:0.01, high-r:0.56, lr:0.0099
[09:43:16.512] iteration:166  t-loss:0.2093, loss-lb:0.2086, loss-ulb:0.0912, weight:0.01, high-r:0.82, lr:0.0099
[09:43:18.285] iteration:167  t-loss:0.2430, loss-lb:0.2426, loss-ulb:0.0473, weight:0.01, high-r:0.66, lr:0.0099
[09:43:20.058] iteration:168  t-loss:0.2539, loss-lb:0.2528, loss-ulb:0.1169, weight:0.01, high-r:0.51, lr:0.0099
[09:43:21.832] iteration:169  t-loss:0.3343, loss-lb:0.3335, loss-ulb:0.0891, weight:0.01, high-r:0.60, lr:0.0099
[09:43:23.604] iteration:170  t-loss:0.1954, loss-lb:0.1949, loss-ulb:0.0490, weight:0.01, high-r:0.72, lr:0.0099
[09:43:25.380] iteration:171  t-loss:0.2002, loss-lb:0.2000, loss-ulb:0.0335, weight:0.01, high-r:0.65, lr:0.0099
[09:43:27.161] iteration:172  t-loss:0.1784, loss-lb:0.1782, loss-ulb:0.0275, weight:0.01, high-r:0.54, lr:0.0099
[09:43:28.748] iteration:173  t-loss:0.1431, loss-lb:0.1425, loss-ulb:0.0722, weight:0.01, high-r:0.71, lr:0.0099
[09:43:30.097] iteration:174  t-loss:0.2514, loss-lb:0.2501, loss-ulb:0.1515, weight:0.01, high-r:0.66, lr:0.0099
[09:43:31.872] iteration:175  t-loss:0.2170, loss-lb:0.2161, loss-ulb:0.1039, weight:0.01, high-r:0.53, lr:0.0099
[09:43:33.649] iteration:176  t-loss:0.2286, loss-lb:0.2282, loss-ulb:0.0440, weight:0.01, high-r:0.91, lr:0.0099
[09:43:35.419] iteration:177  t-loss:0.2345, loss-lb:0.2339, loss-ulb:0.0588, weight:0.01, high-r:0.53, lr:0.0099
[09:43:37.191] iteration:178  t-loss:0.2003, loss-lb:0.2000, loss-ulb:0.0393, weight:0.01, high-r:0.65, lr:0.0099
[09:43:38.965] iteration:179  t-loss:0.2232, loss-lb:0.2229, loss-ulb:0.0396, weight:0.01, high-r:0.57, lr:0.0099
[09:43:40.742] iteration:180  t-loss:0.2130, loss-lb:0.2106, loss-ulb:0.2762, weight:0.01, high-r:0.84, lr:0.0099
