[12:28:13.372] {'add_noise_prob': 1.0,
 'base_lr': 0.01,
 'batch_size': 4,
 'cfg': 'config_3d_complete.yml',
 'conf_threshold': 0.8,
 'consistency': 2.0,
 'consistency_rampup': 40,
 'cutmix_prob': 1.0,
 'deterministic': 1,
 'ema_decay': 0.99,
 'exp': 'LA_leave/v24',
 'flag_ema_buffer': True,
 'flag_ema_mode_train': False,
 'flag_extra_weak': True,
 'flag_not_use_noise_weak': False,
 'flag_pseudo_from_student': False,
 'flag_sampling_based_on_lb': False,
 'flag_ulb_loss_type': 'ce',
 'flag_use_color_augs': True,
 'flag_use_dynamic_cutmix': False,
 'flag_use_teacher_warmup': False,
 'gpu_id': 3,
 'labeled_bs': 2,
 'labeled_num': 16,
 'max_iterations': 15000,
 'max_samples': 80,
 'model': 'vnet',
 'num_classes': 2,
 'patch_size': [112, 112, 80],
 'poly': True,
 'res_path': './results/LA',
 'root_path': '../mics_data/LA',
 'save_interval_epoch': 1000000,
 'seed': 1000,
 'test_interval_iter': 200,
 'workers': 4}
[12:28:20.207] 32 iterations per epoch
[12:28:22.597] iteration:1  t-loss:0.5867, loss-lb:0.5867, loss-ulb:0.0000, weight:0.01, high-r:0.00, lr:0.0100
[12:28:40.583] iteration:16  t-loss:0.4030, loss-lb:0.4015, loss-ulb:0.1132, weight:0.01, high-r:0.01, lr:0.0100
[12:28:41.776] iteration:17  t-loss:0.4169, loss-lb:0.4159, loss-ulb:0.0759, weight:0.01, high-r:0.05, lr:0.0100
[12:28:42.963] iteration:18  t-loss:0.4355, loss-lb:0.4347, loss-ulb:0.0588, weight:0.01, high-r:0.14, lr:0.0100
[12:28:44.150] iteration:19  t-loss:0.3708, loss-lb:0.3695, loss-ulb:0.0958, weight:0.01, high-r:0.29, lr:0.0100
[12:28:45.340] iteration:20  t-loss:0.3833, loss-lb:0.3805, loss-ulb:0.2072, weight:0.01, high-r:0.39, lr:0.0100
[12:28:46.529] iteration:21  t-loss:0.3728, loss-lb:0.3705, loss-ulb:0.1722, weight:0.01, high-r:0.16, lr:0.0100
[12:28:47.717] iteration:22  t-loss:0.3480, loss-lb:0.3453, loss-ulb:0.2072, weight:0.01, high-r:0.13, lr:0.0100
[12:28:48.906] iteration:23  t-loss:0.3433, loss-lb:0.3406, loss-ulb:0.1977, weight:0.01, high-r:0.44, lr:0.0100
[12:28:50.092] iteration:24  t-loss:0.3476, loss-lb:0.3459, loss-ulb:0.1281, weight:0.01, high-r:0.31, lr:0.0100
[12:28:51.281] iteration:25  t-loss:0.3823, loss-lb:0.3801, loss-ulb:0.1645, weight:0.01, high-r:0.32, lr:0.0100
[12:28:52.470] iteration:26  t-loss:0.3569, loss-lb:0.3557, loss-ulb:0.0900, weight:0.01, high-r:0.34, lr:0.0100
[12:28:53.659] iteration:27  t-loss:0.3896, loss-lb:0.3867, loss-ulb:0.2210, weight:0.01, high-r:0.62, lr:0.0100
[12:28:54.849] iteration:28  t-loss:0.3333, loss-lb:0.3328, loss-ulb:0.0387, weight:0.01, high-r:0.40, lr:0.0100
[12:28:56.120] iteration:29  t-loss:0.3281, loss-lb:0.3267, loss-ulb:0.1043, weight:0.01, high-r:0.65, lr:0.0100
[12:28:57.309] iteration:30  t-loss:0.3903, loss-lb:0.3875, loss-ulb:0.2103, weight:0.01, high-r:0.38, lr:0.0100
[12:28:58.495] iteration:31  t-loss:0.3444, loss-lb:0.3441, loss-ulb:0.0236, weight:0.01, high-r:0.35, lr:0.0100
[12:28:59.687] iteration:32  t-loss:0.3533, loss-lb:0.3519, loss-ulb:0.1021, weight:0.01, high-r:0.69, lr:0.0100
[12:29:01.988] iteration:33  t-loss:0.3988, loss-lb:0.3979, loss-ulb:0.0705, weight:0.01, high-r:0.59, lr:0.0100
[12:29:03.182] iteration:34  t-loss:0.3070, loss-lb:0.3051, loss-ulb:0.1446, weight:0.01, high-r:0.46, lr:0.0100
[12:29:04.374] iteration:35  t-loss:0.3660, loss-lb:0.3655, loss-ulb:0.0394, weight:0.01, high-r:0.38, lr:0.0100
[12:29:05.565] iteration:36  t-loss:0.3409, loss-lb:0.3404, loss-ulb:0.0368, weight:0.01, high-r:0.63, lr:0.0100
[12:29:06.755] iteration:37  t-loss:0.3307, loss-lb:0.3275, loss-ulb:0.2355, weight:0.01, high-r:0.30, lr:0.0100
[12:29:07.948] iteration:38  t-loss:0.3562, loss-lb:0.3552, loss-ulb:0.0767, weight:0.01, high-r:0.54, lr:0.0100
[12:29:09.142] iteration:39  t-loss:0.3064, loss-lb:0.3060, loss-ulb:0.0264, weight:0.01, high-r:0.41, lr:0.0100
[12:29:10.336] iteration:40  t-loss:0.3175, loss-lb:0.3163, loss-ulb:0.0879, weight:0.01, high-r:0.75, lr:0.0100
[12:29:11.524] iteration:41  t-loss:0.3535, loss-lb:0.3516, loss-ulb:0.1426, weight:0.01, high-r:0.46, lr:0.0100
[12:29:12.719] iteration:42  t-loss:0.3022, loss-lb:0.2999, loss-ulb:0.1762, weight:0.01, high-r:0.59, lr:0.0100
[12:29:13.907] iteration:43  t-loss:0.3721, loss-lb:0.3699, loss-ulb:0.1606, weight:0.01, high-r:0.80, lr:0.0100
[12:29:15.091] iteration:44  t-loss:0.3796, loss-lb:0.3781, loss-ulb:0.1128, weight:0.01, high-r:0.92, lr:0.0100
[12:29:16.282] iteration:45  t-loss:0.3444, loss-lb:0.3432, loss-ulb:0.0896, weight:0.01, high-r:0.36, lr:0.0100
[12:29:17.471] iteration:46  t-loss:0.3449, loss-lb:0.3435, loss-ulb:0.0980, weight:0.01, high-r:0.45, lr:0.0100
[12:29:18.661] iteration:47  t-loss:0.3141, loss-lb:0.3104, loss-ulb:0.2764, weight:0.01, high-r:0.76, lr:0.0100
[12:29:19.852] iteration:48  t-loss:0.3915, loss-lb:0.3898, loss-ulb:0.1262, weight:0.01, high-r:0.62, lr:0.0100
[12:29:21.045] iteration:49  t-loss:0.3521, loss-lb:0.3517, loss-ulb:0.0261, weight:0.01, high-r:0.46, lr:0.0100
[12:29:22.237] iteration:50  t-loss:0.3514, loss-lb:0.3506, loss-ulb:0.0633, weight:0.01, high-r:0.54, lr:0.0100
[12:29:23.429] iteration:51  t-loss:0.2984, loss-lb:0.2962, loss-ulb:0.1620, weight:0.01, high-r:0.66, lr:0.0100
[12:29:24.617] iteration:52  t-loss:0.3420, loss-lb:0.3397, loss-ulb:0.1737, weight:0.01, high-r:0.73, lr:0.0100
[12:29:25.837] iteration:53  t-loss:0.2868, loss-lb:0.2852, loss-ulb:0.1167, weight:0.01, high-r:0.53, lr:0.0100
[12:29:27.022] iteration:54  t-loss:0.3664, loss-lb:0.3647, loss-ulb:0.1260, weight:0.01, high-r:0.77, lr:0.0100
[12:29:28.210] iteration:55  t-loss:0.3214, loss-lb:0.3186, loss-ulb:0.2129, weight:0.01, high-r:0.68, lr:0.0100
[12:29:29.400] iteration:56  t-loss:0.3164, loss-lb:0.3147, loss-ulb:0.1254, weight:0.01, high-r:0.58, lr:0.0100
[12:29:30.590] iteration:57  t-loss:0.3589, loss-lb:0.3580, loss-ulb:0.0645, weight:0.01, high-r:0.53, lr:0.0100
[12:29:31.779] iteration:58  t-loss:0.3245, loss-lb:0.3224, loss-ulb:0.1564, weight:0.01, high-r:0.65, lr:0.0100
[12:29:32.966] iteration:59  t-loss:0.3570, loss-lb:0.3547, loss-ulb:0.1725, weight:0.01, high-r:0.82, lr:0.0100
[12:29:34.156] iteration:60  t-loss:0.3171, loss-lb:0.3165, loss-ulb:0.0469, weight:0.01, high-r:0.49, lr:0.0100
[12:29:35.362] iteration:61  t-loss:0.3323, loss-lb:0.3304, loss-ulb:0.1461, weight:0.01, high-r:0.53, lr:0.0100
[12:29:36.549] iteration:62  t-loss:0.2963, loss-lb:0.2937, loss-ulb:0.1959, weight:0.01, high-r:0.60, lr:0.0100
[12:29:37.741] iteration:63  t-loss:0.3665, loss-lb:0.3651, loss-ulb:0.1003, weight:0.01, high-r:0.82, lr:0.0100
[12:29:38.933] iteration:64  t-loss:0.3027, loss-lb:0.3022, loss-ulb:0.0407, weight:0.01, high-r:0.57, lr:0.0100
[12:29:41.167] iteration:65  t-loss:0.3600, loss-lb:0.3585, loss-ulb:0.1077, weight:0.01, high-r:0.81, lr:0.0100
[12:29:42.353] iteration:66  t-loss:0.3027, loss-lb:0.3011, loss-ulb:0.1196, weight:0.01, high-r:0.47, lr:0.0100
[12:29:43.542] iteration:67  t-loss:0.2952, loss-lb:0.2931, loss-ulb:0.1516, weight:0.01, high-r:0.60, lr:0.0100
[12:29:44.729] iteration:68  t-loss:0.3123, loss-lb:0.3118, loss-ulb:0.0371, weight:0.01, high-r:0.40, lr:0.0100
[12:29:45.952] iteration:69  t-loss:0.3079, loss-lb:0.3060, loss-ulb:0.1415, weight:0.01, high-r:0.69, lr:0.0100
[12:29:47.135] iteration:70  t-loss:0.3490, loss-lb:0.3477, loss-ulb:0.0987, weight:0.01, high-r:0.65, lr:0.0100
[12:29:48.323] iteration:71  t-loss:0.3825, loss-lb:0.3816, loss-ulb:0.0662, weight:0.01, high-r:0.41, lr:0.0100
[12:29:49.511] iteration:72  t-loss:0.3048, loss-lb:0.3039, loss-ulb:0.0639, weight:0.01, high-r:0.39, lr:0.0100
[12:29:50.702] iteration:73  t-loss:0.3708, loss-lb:0.3705, loss-ulb:0.0238, weight:0.01, high-r:0.47, lr:0.0100
[12:29:51.891] iteration:74  t-loss:0.3843, loss-lb:0.3834, loss-ulb:0.0680, weight:0.01, high-r:0.68, lr:0.0100
[12:29:53.078] iteration:75  t-loss:0.3080, loss-lb:0.3067, loss-ulb:0.1016, weight:0.01, high-r:0.61, lr:0.0100
[12:29:54.271] iteration:76  t-loss:0.3300, loss-lb:0.3275, loss-ulb:0.1836, weight:0.01, high-r:0.78, lr:0.0100
[12:29:55.457] iteration:77  t-loss:0.2895, loss-lb:0.2884, loss-ulb:0.0804, weight:0.01, high-r:0.72, lr:0.0100
[12:29:56.643] iteration:78  t-loss:0.2751, loss-lb:0.2739, loss-ulb:0.0883, weight:0.01, high-r:0.40, lr:0.0100
[12:29:57.830] iteration:79  t-loss:0.3218, loss-lb:0.3213, loss-ulb:0.0342, weight:0.01, high-r:0.58, lr:0.0100
[12:29:59.018] iteration:80  t-loss:0.2837, loss-lb:0.2835, loss-ulb:0.0188, weight:0.01, high-r:0.46, lr:0.0100
[12:30:00.206] iteration:81  t-loss:0.3242, loss-lb:0.3235, loss-ulb:0.0539, weight:0.01, high-r:0.72, lr:0.0100
[12:30:01.398] iteration:82  t-loss:0.2888, loss-lb:0.2882, loss-ulb:0.0491, weight:0.01, high-r:0.55, lr:0.0100
[12:30:02.589] iteration:83  t-loss:0.2996, loss-lb:0.2992, loss-ulb:0.0311, weight:0.01, high-r:0.58, lr:0.0100
[12:30:03.783] iteration:84  t-loss:0.3606, loss-lb:0.3598, loss-ulb:0.0597, weight:0.01, high-r:0.65, lr:0.0100
[12:30:04.973] iteration:85  t-loss:0.3515, loss-lb:0.3504, loss-ulb:0.0848, weight:0.01, high-r:0.49, lr:0.0099
[12:30:06.163] iteration:86  t-loss:0.3056, loss-lb:0.3052, loss-ulb:0.0257, weight:0.01, high-r:0.61, lr:0.0099
[12:30:07.356] iteration:87  t-loss:0.2702, loss-lb:0.2686, loss-ulb:0.1214, weight:0.01, high-r:0.79, lr:0.0099
[12:30:08.549] iteration:88  t-loss:0.2883, loss-lb:0.2868, loss-ulb:0.1100, weight:0.01, high-r:0.69, lr:0.0099
[12:30:09.738] iteration:89  t-loss:0.3717, loss-lb:0.3707, loss-ulb:0.0678, weight:0.01, high-r:0.63, lr:0.0099
[12:30:10.927] iteration:90  t-loss:0.2670, loss-lb:0.2633, loss-ulb:0.2737, weight:0.01, high-r:0.86, lr:0.0099
[12:30:12.116] iteration:91  t-loss:0.2598, loss-lb:0.2582, loss-ulb:0.1148, weight:0.01, high-r:0.61, lr:0.0099
[12:30:13.308] iteration:92  t-loss:0.2573, loss-lb:0.2563, loss-ulb:0.0774, weight:0.01, high-r:0.52, lr:0.0099
[12:30:14.501] iteration:93  t-loss:0.2485, loss-lb:0.2481, loss-ulb:0.0310, weight:0.01, high-r:0.68, lr:0.0099
[12:30:15.689] iteration:94  t-loss:0.3912, loss-lb:0.3906, loss-ulb:0.0466, weight:0.01, high-r:0.70, lr:0.0099
[12:30:16.877] iteration:95  t-loss:0.3782, loss-lb:0.3769, loss-ulb:0.0999, weight:0.01, high-r:0.58, lr:0.0099
[12:30:18.067] iteration:96  t-loss:0.3317, loss-lb:0.3307, loss-ulb:0.0681, weight:0.01, high-r:0.63, lr:0.0099
[12:30:20.234] iteration:97  t-loss:0.3340, loss-lb:0.3334, loss-ulb:0.0449, weight:0.01, high-r:0.54, lr:0.0099
[12:30:21.423] iteration:98  t-loss:0.3164, loss-lb:0.3153, loss-ulb:0.0869, weight:0.01, high-r:0.73, lr:0.0099
[12:30:22.613] iteration:99  t-loss:0.2700, loss-lb:0.2693, loss-ulb:0.0528, weight:0.01, high-r:0.58, lr:0.0099
[12:30:23.804] iteration:100  t-loss:0.2867, loss-lb:0.2859, loss-ulb:0.0566, weight:0.01, high-r:0.70, lr:0.0099
[12:30:24.994] iteration:101  t-loss:0.2718, loss-lb:0.2700, loss-ulb:0.1394, weight:0.01, high-r:0.87, lr:0.0099
[12:30:26.180] iteration:102  t-loss:0.2918, loss-lb:0.2900, loss-ulb:0.1341, weight:0.01, high-r:0.50, lr:0.0099
[12:30:27.366] iteration:103  t-loss:0.2931, loss-lb:0.2923, loss-ulb:0.0603, weight:0.01, high-r:0.47, lr:0.0099
[12:30:28.554] iteration:104  t-loss:0.2616, loss-lb:0.2610, loss-ulb:0.0390, weight:0.01, high-r:0.62, lr:0.0099
[12:30:29.744] iteration:105  t-loss:0.3391, loss-lb:0.3377, loss-ulb:0.1011, weight:0.01, high-r:0.67, lr:0.0099
[12:30:30.933] iteration:106  t-loss:0.2555, loss-lb:0.2540, loss-ulb:0.1078, weight:0.01, high-r:0.53, lr:0.0099
[12:30:32.121] iteration:107  t-loss:0.2530, loss-lb:0.2524, loss-ulb:0.0444, weight:0.01, high-r:0.57, lr:0.0099
[12:30:33.314] iteration:108  t-loss:0.3130, loss-lb:0.3127, loss-ulb:0.0248, weight:0.01, high-r:0.74, lr:0.0099
[12:30:34.505] iteration:109  t-loss:0.3497, loss-lb:0.3486, loss-ulb:0.0831, weight:0.01, high-r:0.54, lr:0.0099
[12:30:35.695] iteration:110  t-loss:0.2797, loss-lb:0.2795, loss-ulb:0.0162, weight:0.01, high-r:0.44, lr:0.0099
[12:30:36.890] iteration:111  t-loss:0.2820, loss-lb:0.2794, loss-ulb:0.1927, weight:0.01, high-r:0.57, lr:0.0099
[12:30:38.077] iteration:112  t-loss:0.2759, loss-lb:0.2755, loss-ulb:0.0341, weight:0.01, high-r:0.57, lr:0.0099
[12:30:39.264] iteration:113  t-loss:0.2788, loss-lb:0.2782, loss-ulb:0.0432, weight:0.01, high-r:0.50, lr:0.0099
[12:30:40.454] iteration:114  t-loss:0.3119, loss-lb:0.3116, loss-ulb:0.0193, weight:0.01, high-r:0.42, lr:0.0099
[12:30:41.641] iteration:115  t-loss:0.3210, loss-lb:0.3192, loss-ulb:0.1366, weight:0.01, high-r:0.81, lr:0.0099
[12:30:42.832] iteration:116  t-loss:0.2852, loss-lb:0.2845, loss-ulb:0.0511, weight:0.01, high-r:0.47, lr:0.0099
[12:30:44.016] iteration:117  t-loss:0.2362, loss-lb:0.2353, loss-ulb:0.0646, weight:0.01, high-r:0.59, lr:0.0099
[12:30:45.205] iteration:118  t-loss:0.2876, loss-lb:0.2866, loss-ulb:0.0711, weight:0.01, high-r:0.76, lr:0.0099
[12:30:46.467] iteration:119  t-loss:0.3389, loss-lb:0.3381, loss-ulb:0.0593, weight:0.01, high-r:0.74, lr:0.0099
[12:30:47.657] iteration:120  t-loss:0.2810, loss-lb:0.2798, loss-ulb:0.0944, weight:0.01, high-r:0.69, lr:0.0099
[12:30:48.846] iteration:121  t-loss:0.3933, loss-lb:0.3910, loss-ulb:0.1700, weight:0.01, high-r:0.88, lr:0.0099
[12:30:50.033] iteration:122  t-loss:0.2135, loss-lb:0.2113, loss-ulb:0.1572, weight:0.01, high-r:0.65, lr:0.0099
[12:30:51.223] iteration:123  t-loss:0.2756, loss-lb:0.2744, loss-ulb:0.0866, weight:0.01, high-r:0.67, lr:0.0099
[12:30:52.413] iteration:124  t-loss:0.2350, loss-lb:0.2335, loss-ulb:0.1124, weight:0.01, high-r:0.70, lr:0.0099
[12:30:53.603] iteration:125  t-loss:0.2242, loss-lb:0.2237, loss-ulb:0.0318, weight:0.01, high-r:0.48, lr:0.0099
[12:30:54.788] iteration:126  t-loss:0.2917, loss-lb:0.2913, loss-ulb:0.0271, weight:0.01, high-r:0.48, lr:0.0099
[12:30:55.977] iteration:127  t-loss:0.2807, loss-lb:0.2802, loss-ulb:0.0353, weight:0.01, high-r:0.46, lr:0.0099
[12:30:57.166] iteration:128  t-loss:0.2921, loss-lb:0.2919, loss-ulb:0.0164, weight:0.01, high-r:0.50, lr:0.0099
[12:30:59.346] iteration:129  t-loss:0.3030, loss-lb:0.3023, loss-ulb:0.0531, weight:0.01, high-r:0.78, lr:0.0099
[12:31:00.535] iteration:130  t-loss:0.2255, loss-lb:0.2250, loss-ulb:0.0411, weight:0.01, high-r:0.60, lr:0.0099
[12:31:01.725] iteration:131  t-loss:0.2504, loss-lb:0.2499, loss-ulb:0.0352, weight:0.01, high-r:0.51, lr:0.0099
[12:31:02.914] iteration:132  t-loss:0.3198, loss-lb:0.3192, loss-ulb:0.0457, weight:0.01, high-r:0.60, lr:0.0099
[12:31:04.104] iteration:133  t-loss:0.3257, loss-lb:0.3250, loss-ulb:0.0517, weight:0.01, high-r:0.67, lr:0.0099
[12:31:05.294] iteration:134  t-loss:0.2687, loss-lb:0.2680, loss-ulb:0.0551, weight:0.01, high-r:0.51, lr:0.0099
[12:31:06.487] iteration:135  t-loss:0.2687, loss-lb:0.2683, loss-ulb:0.0300, weight:0.01, high-r:0.45, lr:0.0099
[12:31:07.677] iteration:136  t-loss:0.2724, loss-lb:0.2710, loss-ulb:0.1084, weight:0.01, high-r:0.77, lr:0.0099
[12:31:08.865] iteration:137  t-loss:0.2925, loss-lb:0.2920, loss-ulb:0.0409, weight:0.01, high-r:0.54, lr:0.0099
[12:31:10.053] iteration:138  t-loss:0.2692, loss-lb:0.2685, loss-ulb:0.0487, weight:0.01, high-r:0.53, lr:0.0099
[12:31:11.241] iteration:139  t-loss:0.3064, loss-lb:0.3051, loss-ulb:0.0994, weight:0.01, high-r:0.48, lr:0.0099
[12:31:12.429] iteration:140  t-loss:0.2103, loss-lb:0.2090, loss-ulb:0.0986, weight:0.01, high-r:0.69, lr:0.0099
[12:31:13.618] iteration:141  t-loss:0.2498, loss-lb:0.2496, loss-ulb:0.0138, weight:0.01, high-r:0.42, lr:0.0099
[12:31:14.805] iteration:142  t-loss:0.2487, loss-lb:0.2477, loss-ulb:0.0720, weight:0.01, high-r:0.68, lr:0.0099
[12:31:15.994] iteration:143  t-loss:0.3256, loss-lb:0.3250, loss-ulb:0.0409, weight:0.01, high-r:0.69, lr:0.0099
[12:31:17.183] iteration:144  t-loss:0.2404, loss-lb:0.2397, loss-ulb:0.0461, weight:0.01, high-r:0.52, lr:0.0099
[12:31:18.372] iteration:145  t-loss:0.2329, loss-lb:0.2313, loss-ulb:0.1213, weight:0.01, high-r:0.59, lr:0.0099
[12:31:19.565] iteration:146  t-loss:0.2922, loss-lb:0.2914, loss-ulb:0.0561, weight:0.01, high-r:0.59, lr:0.0099
[12:31:20.757] iteration:147  t-loss:0.2798, loss-lb:0.2792, loss-ulb:0.0440, weight:0.01, high-r:0.68, lr:0.0099
[12:31:21.947] iteration:148  t-loss:0.2220, loss-lb:0.2200, loss-ulb:0.1509, weight:0.01, high-r:0.54, lr:0.0099
[12:31:23.135] iteration:149  t-loss:0.3182, loss-lb:0.3168, loss-ulb:0.1059, weight:0.01, high-r:0.75, lr:0.0099
[12:31:24.325] iteration:150  t-loss:0.2484, loss-lb:0.2465, loss-ulb:0.1441, weight:0.01, high-r:0.70, lr:0.0099
[12:31:25.515] iteration:151  t-loss:0.2374, loss-lb:0.2369, loss-ulb:0.0270, weight:0.02, high-r:0.52, lr:0.0099
[12:31:26.703] iteration:152  t-loss:0.3225, loss-lb:0.3211, loss-ulb:0.0774, weight:0.02, high-r:0.74, lr:0.0099
[12:31:27.890] iteration:153  t-loss:0.3341, loss-lb:0.3319, loss-ulb:0.1315, weight:0.02, high-r:0.49, lr:0.0099
[12:31:29.080] iteration:154  t-loss:0.2324, loss-lb:0.2318, loss-ulb:0.0372, weight:0.02, high-r:0.66, lr:0.0099
[12:31:30.270] iteration:155  t-loss:0.2541, loss-lb:0.2532, loss-ulb:0.0534, weight:0.02, high-r:0.50, lr:0.0099
[12:31:31.459] iteration:156  t-loss:0.2257, loss-lb:0.2252, loss-ulb:0.0311, weight:0.02, high-r:0.50, lr:0.0099
[12:31:32.648] iteration:157  t-loss:0.3349, loss-lb:0.3344, loss-ulb:0.0287, weight:0.02, high-r:0.53, lr:0.0099
[12:31:33.837] iteration:158  t-loss:0.2456, loss-lb:0.2453, loss-ulb:0.0165, weight:0.02, high-r:0.61, lr:0.0099
[12:31:35.023] iteration:159  t-loss:0.2123, loss-lb:0.2115, loss-ulb:0.0451, weight:0.02, high-r:0.51, lr:0.0099
[12:31:36.213] iteration:160  t-loss:0.3751, loss-lb:0.3724, loss-ulb:0.1559, weight:0.02, high-r:0.79, lr:0.0099
[12:31:38.364] iteration:161  t-loss:0.2698, loss-lb:0.2690, loss-ulb:0.0473, weight:0.02, high-r:0.49, lr:0.0099
[12:31:39.607] iteration:162  t-loss:0.2771, loss-lb:0.2760, loss-ulb:0.0637, weight:0.02, high-r:0.57, lr:0.0099
[12:31:40.795] iteration:163  t-loss:0.2436, loss-lb:0.2430, loss-ulb:0.0354, weight:0.02, high-r:0.57, lr:0.0099
[12:31:41.984] iteration:164  t-loss:0.2186, loss-lb:0.2176, loss-ulb:0.0600, weight:0.02, high-r:0.64, lr:0.0099
[12:31:43.173] iteration:165  t-loss:0.2436, loss-lb:0.2432, loss-ulb:0.0209, weight:0.02, high-r:0.51, lr:0.0099
[12:31:44.366] iteration:166  t-loss:0.1766, loss-lb:0.1757, loss-ulb:0.0500, weight:0.02, high-r:0.50, lr:0.0099
[12:31:45.556] iteration:167  t-loss:0.2512, loss-lb:0.2484, loss-ulb:0.1651, weight:0.02, high-r:0.68, lr:0.0099
[12:31:46.746] iteration:168  t-loss:0.2536, loss-lb:0.2517, loss-ulb:0.1098, weight:0.02, high-r:0.69, lr:0.0099
[12:31:47.936] iteration:169  t-loss:0.2325, loss-lb:0.2309, loss-ulb:0.0901, weight:0.02, high-r:0.86, lr:0.0099
[12:31:49.126] iteration:170  t-loss:0.1667, loss-lb:0.1649, loss-ulb:0.1040, weight:0.02, high-r:0.75, lr:0.0099
[12:31:50.320] iteration:171  t-loss:0.2216, loss-lb:0.2202, loss-ulb:0.0835, weight:0.02, high-r:0.70, lr:0.0099
[12:31:51.507] iteration:172  t-loss:0.3048, loss-lb:0.3038, loss-ulb:0.0582, weight:0.02, high-r:0.74, lr:0.0099
[12:31:52.697] iteration:173  t-loss:0.2175, loss-lb:0.2168, loss-ulb:0.0434, weight:0.02, high-r:0.53, lr:0.0099
[12:31:53.885] iteration:174  t-loss:0.2841, loss-lb:0.2827, loss-ulb:0.0793, weight:0.02, high-r:0.71, lr:0.0099
[12:31:55.075] iteration:175  t-loss:0.2885, loss-lb:0.2880, loss-ulb:0.0294, weight:0.02, high-r:0.49, lr:0.0099
[12:31:56.264] iteration:176  t-loss:0.2051, loss-lb:0.2044, loss-ulb:0.0395, weight:0.02, high-r:0.50, lr:0.0099
[12:31:57.454] iteration:177  t-loss:0.4546, loss-lb:0.4528, loss-ulb:0.1091, weight:0.02, high-r:0.67, lr:0.0099
[12:31:58.643] iteration:178  t-loss:0.2485, loss-lb:0.2454, loss-ulb:0.1764, weight:0.02, high-r:0.68, lr:0.0099
[12:31:59.833] iteration:179  t-loss:0.2684, loss-lb:0.2674, loss-ulb:0.0603, weight:0.02, high-r:0.56, lr:0.0099
[12:32:01.024] iteration:180  t-loss:0.2753, loss-lb:0.2738, loss-ulb:0.0824, weight:0.02, high-r:0.65, lr:0.0099
